order_item_id,order_id,product_id,quantity,unit_price,line_total,item_status,ship_date,delivered_date,canceled_date,date_created,date_updated
18954,4251,4426,1,4.95,4.95,Delivered,"2021-09-29 00:00:00","2021-09-30 00:00:00",NULL,"2021-09-28 00:00:00","2026-04-16 11:56:34"
18955,4251,5992,1,7.18,7.18,Shipped,"2021-10-01 00:00:00",NULL,NULL,"2021-09-28 00:00:00","2026-04-16 11:56:34"
18956,4251,9806,3,5.12,15.36,Canceled,NULL,NULL,"2021-09-28 00:00:00","2021-09-28 00:00:00","2026-04-17 10:29:05"
18957,4251,6498,4,3.80,15.20,Delivered,"2021-10-01 00:00:00","2021-10-02 00:00:00",NULL,"2021-09-28 00:00:00","2026-04-16 11:56:34"
18958,4252,8288,3,19.58,58.74,Delivered,"2025-11-15 00:00:00","2025-11-18 00:00:00",NULL,"2025-11-12 00:00:00","2026-04-16 11:56:34"
18959,4252,451,4,15.80,63.20,Delivered,"2025-11-14 00:00:00","2025-11-16 00:00:00",NULL,"2025-11-12 00:00:00","2026-04-16 11:56:34"
18960,4252,7947,3,2.64,7.92,Delivered,"2025-11-15 00:00:00","2025-11-18 00:00:00",NULL,"2025-11-12 00:00:00","2026-04-16 11:56:34"
18961,4253,5309,2,13.29,26.58,Delivered,"2023-05-13 00:00:00","2023-05-15 00:00:00",NULL,"2023-05-11 00:00:00","2026-04-16 11:56:34"
18962,4253,3942,5,29.13,145.65,Shipped,"2023-05-13 00:00:00",NULL,NULL,"2023-05-11 00:00:00","2026-04-16 11:56:34"
18963,4253,8009,3,2.00,6.00,Shipped,"2023-05-12 00:00:00",NULL,NULL,"2023-05-11 00:00:00","2026-04-16 11:56:34"
18964,4253,5075,2,12.98,25.96,Shipped,"2023-05-12 00:00:00",NULL,NULL,"2023-05-11 00:00:00","2026-04-16 11:56:34"
18965,4253,709,1,8.82,8.82,Delivered,"2023-05-14 00:00:00","2023-05-15 00:00:00",NULL,"2023-05-11 00:00:00","2026-04-16 11:56:34"
18966,4253,8774,4,3.13,12.52,Delivered,"2023-05-14 00:00:00","2023-05-15 00:00:00",NULL,"2023-05-11 00:00:00","2026-04-16 11:56:34"
18967,4253,7832,4,5.63,22.52,Delivered,"2023-05-12 00:00:00","2023-05-15 00:00:00",NULL,"2023-05-11 00:00:00","2026-04-16 11:56:34"
18968,4253,2032,3,6.45,19.35,Delivered,"2023-05-13 00:00:00","2023-05-17 00:00:00",NULL,"2023-05-11 00:00:00","2026-04-16 11:56:34"
18969,4254,4330,5,12.90,64.50,Delivered,"2024-08-23 00:00:00","2024-08-24 00:00:00",NULL,"2024-08-21 00:00:00","2026-04-16 11:56:34"
18970,4255,4695,4,6.98,27.92,Shipped,"2024-08-24 00:00:00",NULL,NULL,"2024-08-23 00:00:00","2026-04-16 11:56:34"
18971,4255,2911,3,6.40,19.20,Shipped,"2024-08-26 00:00:00",NULL,NULL,"2024-08-23 00:00:00","2026-04-16 11:56:34"
18972,4256,9342,1,4.90,4.90,Delivered,"2025-08-09 00:00:00","2025-08-11 00:00:00",NULL,"2025-08-08 00:00:00","2026-04-16 11:56:34"
18973,4257,5390,4,7.36,29.44,Delivered,"2024-07-27 00:00:00","2024-07-29 00:00:00",NULL,"2024-07-26 00:00:00","2026-04-16 11:56:34"
18974,4257,1647,4,4.57,18.28,Delivered,"2024-07-29 00:00:00","2024-07-31 00:00:00",NULL,"2024-07-26 00:00:00","2026-04-16 11:56:34"
18975,4257,8731,5,3.78,18.90,Delivered,"2024-07-28 00:00:00","2024-07-30 00:00:00",NULL,"2024-07-26 00:00:00","2026-04-16 11:56:34"
18976,4257,6979,3,8.72,26.16,Delivered,"2024-07-27 00:00:00","2024-07-29 00:00:00",NULL,"2024-07-26 00:00:00","2026-04-16 11:56:34"
18977,4257,5654,2,7.97,15.94,Delivered,"2024-07-27 00:00:00","2024-07-30 00:00:00",NULL,"2024-07-26 00:00:00","2026-04-16 11:56:34"
18978,4258,5267,1,4.24,4.24,Delivered,"2024-09-24 00:00:00","2024-09-27 00:00:00",NULL,"2024-09-21 00:00:00","2026-04-16 11:56:34"
18979,4258,8895,2,5.18,10.36,Delivered,"2024-09-22 00:00:00","2024-09-26 00:00:00",NULL,"2024-09-21 00:00:00","2026-04-16 11:56:34"
18980,4258,5512,1,15.05,15.05,Shipped,"2024-09-23 00:00:00",NULL,NULL,"2024-09-21 00:00:00","2026-04-16 11:56:34"
18981,4258,3468,3,21.15,63.45,Delivered,"2024-09-24 00:00:00","2024-09-29 00:00:00",NULL,"2024-09-21 00:00:00","2026-04-16 11:56:34"
18982,4258,1089,2,8.64,17.28,Canceled,NULL,NULL,"2024-09-23 00:00:00","2024-09-21 00:00:00","2026-04-17 10:29:05"
18983,4259,46,4,29.47,117.88,Delivered,"2024-07-29 00:00:00","2024-08-03 00:00:00",NULL,"2024-07-28 00:00:00","2026-04-16 11:56:34"
18984,4259,1710,2,16.16,32.32,Delivered,"2024-07-30 00:00:00","2024-08-01 00:00:00",NULL,"2024-07-28 00:00:00","2026-04-16 11:56:34"
18985,4259,1603,1,9.71,9.71,Canceled,NULL,NULL,"2024-07-29 00:00:00","2024-07-28 00:00:00","2026-04-17 10:29:05"
18986,4260,7848,3,10.60,31.80,Delivered,"2024-05-27 00:00:00","2024-05-30 00:00:00",NULL,"2024-05-24 00:00:00","2026-04-16 11:56:34"
18987,4260,5032,4,6.78,27.12,Delivered,"2024-05-26 00:00:00","2024-05-27 00:00:00",NULL,"2024-05-24 00:00:00","2026-04-16 11:56:34"
18988,4260,902,4,18.75,75.00,Delivered,"2024-05-25 00:00:00","2024-05-27 00:00:00",NULL,"2024-05-24 00:00:00","2026-04-16 11:56:34"
18989,4260,6540,5,8.15,40.75,Delivered,"2024-05-26 00:00:00","2024-05-31 00:00:00",NULL,"2024-05-24 00:00:00","2026-04-16 11:56:34"
18990,4260,4607,5,9.68,48.40,Delivered,"2024-05-27 00:00:00","2024-05-28 00:00:00",NULL,"2024-05-24 00:00:00","2026-04-16 11:56:34"
18991,4260,9284,5,8.61,43.05,Delivered,"2024-05-25 00:00:00","2024-05-29 00:00:00",NULL,"2024-05-24 00:00:00","2026-04-16 11:56:34"
18992,4260,3833,1,2.32,2.32,Delivered,"2024-05-27 00:00:00","2024-05-28 00:00:00",NULL,"2024-05-24 00:00:00","2026-04-16 11:56:34"
18993,4260,6691,1,4.40,4.40,Delivered,"2024-05-25 00:00:00","2024-05-29 00:00:00",NULL,"2024-05-24 00:00:00","2026-04-16 11:56:34"
18994,4261,510,3,6.18,18.54,Delivered,"2024-09-12 00:00:00","2024-09-15 00:00:00",NULL,"2024-09-09 00:00:00","2026-04-16 11:56:34"
18995,4261,3407,5,12.28,61.40,Delivered,"2024-09-12 00:00:00","2024-09-13 00:00:00",NULL,"2024-09-09 00:00:00","2026-04-16 11:56:34"
18996,4261,987,4,11.97,47.88,Delivered,"2024-09-11 00:00:00","2024-09-16 00:00:00",NULL,"2024-09-09 00:00:00","2026-04-16 11:56:34"
18997,4261,1753,2,12.26,24.52,Delivered,"2024-09-10 00:00:00","2024-09-11 00:00:00",NULL,"2024-09-09 00:00:00","2026-04-16 11:56:34"
18998,4261,6420,3,10.93,32.79,Delivered,"2024-09-12 00:00:00","2024-09-14 00:00:00",NULL,"2024-09-09 00:00:00","2026-04-16 11:56:34"
18999,4261,2597,3,7.16,21.48,Delivered,"2024-09-12 00:00:00","2024-09-14 00:00:00",NULL,"2024-09-09 00:00:00","2026-04-16 11:56:34"
19000,4261,8145,3,15.48,46.44,Delivered,"2024-09-10 00:00:00","2024-09-14 00:00:00",NULL,"2024-09-09 00:00:00","2026-04-16 11:56:34"
19001,4261,2052,4,10.31,41.24,Delivered,"2024-09-10 00:00:00","2024-09-12 00:00:00",NULL,"2024-09-09 00:00:00","2026-04-16 11:56:34"
19002,4262,2321,5,4.30,21.50,Delivered,"2026-04-12 00:00:00","2026-04-13 00:00:00",NULL,"2026-04-11 00:00:00","2026-04-16 11:56:34"
19003,4262,1232,4,9.66,38.64,Delivered,"2026-04-12 00:00:00","2026-04-14 00:00:00",NULL,"2026-04-11 00:00:00","2026-04-16 11:56:34"
19004,4262,4258,4,15.34,61.36,Shipped,"2026-04-13 00:00:00",NULL,NULL,"2026-04-11 00:00:00","2026-04-16 11:56:34"
19005,4262,2823,5,5.64,28.20,Delivered,"2026-04-13 00:00:00","2026-04-15 00:00:00",NULL,"2026-04-11 00:00:00","2026-04-16 11:56:34"
19006,4262,4431,5,8.89,44.45,Canceled,NULL,NULL,"2026-04-13 00:00:00","2026-04-11 00:00:00","2026-04-17 10:29:05"
19007,4262,77,5,9.63,48.15,Shipped,"2026-04-12 00:00:00",NULL,NULL,"2026-04-11 00:00:00","2026-04-16 11:56:34"
19008,4263,2183,2,8.43,16.86,Shipped,"2025-11-22 00:00:00",NULL,NULL,"2025-11-19 00:00:00","2026-04-16 11:56:34"
19009,4263,5140,1,5.31,5.31,Shipped,"2025-11-22 00:00:00",NULL,NULL,"2025-11-19 00:00:00","2026-04-16 11:56:34"
19010,4263,6817,4,12.14,48.56,Shipped,"2025-11-20 00:00:00",NULL,NULL,"2025-11-19 00:00:00","2026-04-16 11:56:34"
19011,4264,3705,2,3.43,6.86,Delivered,"2025-12-29 00:00:00","2026-01-02 00:00:00",NULL,"2025-12-26 00:00:00","2026-04-16 11:56:34"
19012,4264,6555,4,2.93,11.72,Shipped,"2025-12-28 00:00:00",NULL,NULL,"2025-12-26 00:00:00","2026-04-16 11:56:34"
19013,4264,5513,3,11.02,33.06,Canceled,NULL,NULL,"2025-12-28 00:00:00","2025-12-26 00:00:00","2026-04-17 10:29:05"
19014,4264,9431,5,5.92,29.60,Delivered,"2025-12-29 00:00:00","2025-12-30 00:00:00",NULL,"2025-12-26 00:00:00","2026-04-16 11:56:34"
19015,4265,2832,4,6.44,25.76,Delivered,"2021-12-10 00:00:00","2021-12-13 00:00:00",NULL,"2021-12-08 00:00:00","2026-04-16 11:56:34"
19016,4265,7980,2,5.41,10.82,Delivered,"2021-12-09 00:00:00","2021-12-14 00:00:00",NULL,"2021-12-08 00:00:00","2026-04-16 11:56:34"
19017,4265,9424,3,9.04,27.12,Delivered,"2021-12-11 00:00:00","2021-12-15 00:00:00",NULL,"2021-12-08 00:00:00","2026-04-16 11:56:34"
19018,4266,8880,3,4.94,14.82,Delivered,"2025-01-06 00:00:00","2025-01-09 00:00:00",NULL,"2025-01-04 00:00:00","2026-04-16 11:56:34"
19019,4267,6983,1,11.42,11.42,Canceled,NULL,NULL,"2025-09-20 00:00:00","2025-09-18 00:00:00","2026-04-17 10:29:05"
19020,4267,7809,1,14.61,14.61,Delivered,"2025-09-21 00:00:00","2025-09-26 00:00:00",NULL,"2025-09-18 00:00:00","2026-04-16 11:56:34"
19021,4267,7053,2,2.51,5.02,Delivered,"2025-09-19 00:00:00","2025-09-20 00:00:00",NULL,"2025-09-18 00:00:00","2026-04-16 11:56:34"
19022,4267,3498,4,20.97,83.88,Delivered,"2025-09-21 00:00:00","2025-09-22 00:00:00",NULL,"2025-09-18 00:00:00","2026-04-16 11:56:34"
19023,4267,5267,2,4.35,8.70,Shipped,"2025-09-20 00:00:00",NULL,NULL,"2025-09-18 00:00:00","2026-04-16 11:56:34"
19024,4267,8901,3,9.40,28.20,Shipped,"2025-09-19 00:00:00",NULL,NULL,"2025-09-18 00:00:00","2026-04-16 11:56:34"
19025,4267,5062,4,22.55,90.20,Delivered,"2025-09-21 00:00:00","2025-09-25 00:00:00",NULL,"2025-09-18 00:00:00","2026-04-16 11:56:34"
19026,4268,501,4,30.82,123.28,Shipped,"2022-08-11 00:00:00",NULL,NULL,"2022-08-08 00:00:00","2026-04-16 11:56:34"
19027,4268,5330,3,3.86,11.58,Delivered,"2022-08-09 00:00:00","2022-08-11 00:00:00",NULL,"2022-08-08 00:00:00","2026-04-16 11:56:34"
19028,4268,3730,3,5.95,17.85,Delivered,"2022-08-09 00:00:00","2022-08-10 00:00:00",NULL,"2022-08-08 00:00:00","2026-04-16 11:56:34"
19029,4268,5368,3,5.80,17.40,Canceled,NULL,NULL,"2022-08-08 00:00:00","2022-08-08 00:00:00","2026-04-17 10:29:05"
19030,4268,6754,5,13.31,66.55,Delivered,"2022-08-11 00:00:00","2022-08-14 00:00:00",NULL,"2022-08-08 00:00:00","2026-04-16 11:56:34"
19031,4268,7841,2,4.99,9.98,Delivered,"2022-08-10 00:00:00","2022-08-14 00:00:00",NULL,"2022-08-08 00:00:00","2026-04-16 11:56:34"
19032,4268,143,4,19.18,76.72,Delivered,"2022-08-11 00:00:00","2022-08-16 00:00:00",NULL,"2022-08-08 00:00:00","2026-04-16 11:56:34"
19033,4269,9476,3,2.87,8.61,Shipped,"2022-07-04 00:00:00",NULL,NULL,"2022-07-02 00:00:00","2026-04-16 11:56:34"
19034,4269,1515,3,6.04,18.12,Delivered,"2022-07-03 00:00:00","2022-07-08 00:00:00",NULL,"2022-07-02 00:00:00","2026-04-16 11:56:34"
19035,4269,6677,5,6.15,30.75,Delivered,"2022-07-04 00:00:00","2022-07-07 00:00:00",NULL,"2022-07-02 00:00:00","2026-04-16 11:56:34"
19036,4269,6663,3,6.43,19.29,Delivered,"2022-07-03 00:00:00","2022-07-04 00:00:00",NULL,"2022-07-02 00:00:00","2026-04-16 11:56:34"
19037,4269,1411,2,10.45,20.90,Shipped,"2022-07-03 00:00:00",NULL,NULL,"2022-07-02 00:00:00","2026-04-16 11:56:34"
19038,4269,518,1,11.16,11.16,Delivered,"2022-07-04 00:00:00","2022-07-08 00:00:00",NULL,"2022-07-02 00:00:00","2026-04-16 11:56:34"
19039,4270,8515,4,1.97,7.88,Delivered,"2022-09-06 00:00:00","2022-09-11 00:00:00",NULL,"2022-09-05 00:00:00","2026-04-16 11:56:34"
19040,4270,4312,3,15.82,47.46,Delivered,"2022-09-06 00:00:00","2022-09-11 00:00:00",NULL,"2022-09-05 00:00:00","2026-04-16 11:56:34"
19041,4271,2107,1,6.73,6.73,Delivered,"2026-04-15 00:00:00","2026-04-20 00:00:00",NULL,"2026-04-13 00:00:00","2026-04-16 11:56:34"
19042,4271,6157,2,9.49,18.98,Delivered,"2026-04-15 00:00:00","2026-04-18 00:00:00",NULL,"2026-04-13 00:00:00","2026-04-16 11:56:34"
19043,4271,1310,2,13.26,26.52,Delivered,"2026-04-14 00:00:00","2026-04-18 00:00:00",NULL,"2026-04-13 00:00:00","2026-04-16 11:56:34"
19044,4272,3704,3,9.76,29.28,Delivered,"2022-03-30 00:00:00","2022-03-31 00:00:00",NULL,"2022-03-28 00:00:00","2026-04-16 11:56:34"
19045,4272,7538,5,8.02,40.10,Delivered,"2022-03-29 00:00:00","2022-03-31 00:00:00",NULL,"2022-03-28 00:00:00","2026-04-16 11:56:34"
19046,4272,9663,3,6.08,18.24,Delivered,"2022-03-30 00:00:00","2022-04-04 00:00:00",NULL,"2022-03-28 00:00:00","2026-04-16 11:56:34"
19047,4272,5248,2,9.12,18.24,Delivered,"2022-03-31 00:00:00","2022-04-05 00:00:00",NULL,"2022-03-28 00:00:00","2026-04-16 11:56:34"
19048,4272,3391,3,15.95,47.85,Delivered,"2022-03-31 00:00:00","2022-04-03 00:00:00",NULL,"2022-03-28 00:00:00","2026-04-16 11:56:34"
19049,4272,6387,5,17.76,88.80,Canceled,NULL,NULL,"2022-03-29 00:00:00","2022-03-28 00:00:00","2026-04-17 10:29:05"
19050,4272,1685,5,4.09,20.45,Shipped,"2022-03-29 00:00:00",NULL,NULL,"2022-03-28 00:00:00","2026-04-16 11:56:34"
19051,4273,9631,3,8.44,25.32,Delivered,"2024-12-03 00:00:00","2024-12-07 00:00:00",NULL,"2024-11-30 00:00:00","2026-04-16 11:56:34"
19052,4273,9762,3,9.38,28.14,Delivered,"2024-12-03 00:00:00","2024-12-04 00:00:00",NULL,"2024-11-30 00:00:00","2026-04-16 11:56:34"
19053,4274,195,1,7.22,7.22,Delivered,"2026-03-24 00:00:00","2026-03-28 00:00:00",NULL,"2026-03-21 00:00:00","2026-04-16 11:56:34"
19054,4274,1283,2,22.46,44.92,Delivered,"2026-03-24 00:00:00","2026-03-28 00:00:00",NULL,"2026-03-21 00:00:00","2026-04-16 11:56:34"
19055,4274,907,5,16.55,82.75,Delivered,"2026-03-24 00:00:00","2026-03-28 00:00:00",NULL,"2026-03-21 00:00:00","2026-04-16 11:56:34"
19056,4275,9852,4,7.10,28.40,Delivered,"2026-04-05 00:00:00","2026-04-08 00:00:00",NULL,"2026-04-04 00:00:00","2026-04-16 11:56:34"
19057,4275,3619,5,23.45,117.25,Delivered,"2026-04-05 00:00:00","2026-04-07 00:00:00",NULL,"2026-04-04 00:00:00","2026-04-16 11:56:34"
19058,4275,6376,4,8.82,35.28,Shipped,"2026-04-07 00:00:00",NULL,NULL,"2026-04-04 00:00:00","2026-04-16 11:56:34"
19059,4275,4829,3,8.05,24.15,Delivered,"2026-04-05 00:00:00","2026-04-10 00:00:00",NULL,"2026-04-04 00:00:00","2026-04-16 11:56:34"
19060,4275,6602,2,27.30,54.60,Canceled,NULL,NULL,"2026-04-05 00:00:00","2026-04-04 00:00:00","2026-04-17 10:29:05"
19061,4275,5114,4,10.08,40.32,Shipped,"2026-04-07 00:00:00",NULL,NULL,"2026-04-04 00:00:00","2026-04-16 11:56:34"
19062,4276,8678,2,5.10,10.20,Delivered,"2024-04-16 00:00:00","2024-04-18 00:00:00",NULL,"2024-04-15 00:00:00","2026-04-16 11:56:34"
19063,4276,3773,2,8.55,17.10,Delivered,"2024-04-16 00:00:00","2024-04-17 00:00:00",NULL,"2024-04-15 00:00:00","2026-04-16 11:56:34"
19064,4276,4329,3,13.74,41.22,Delivered,"2024-04-17 00:00:00","2024-04-19 00:00:00",NULL,"2024-04-15 00:00:00","2026-04-16 11:56:34"
19065,4276,1206,1,3.97,3.97,Delivered,"2024-04-17 00:00:00","2024-04-21 00:00:00",NULL,"2024-04-15 00:00:00","2026-04-16 11:56:34"
19066,4276,2853,1,4.14,4.14,Delivered,"2024-04-18 00:00:00","2024-04-23 00:00:00",NULL,"2024-04-15 00:00:00","2026-04-16 11:56:34"
19067,4276,982,1,14.84,14.84,Delivered,"2024-04-17 00:00:00","2024-04-22 00:00:00",NULL,"2024-04-15 00:00:00","2026-04-16 11:56:34"
19068,4276,3367,3,4.12,12.36,Delivered,"2024-04-18 00:00:00","2024-04-20 00:00:00",NULL,"2024-04-15 00:00:00","2026-04-16 11:56:34"
19069,4276,4919,1,5.83,5.83,Shipped,"2024-04-17 00:00:00",NULL,NULL,"2024-04-15 00:00:00","2026-04-16 11:56:34"
19070,4277,9471,3,3.41,10.23,Delivered,"2022-11-29 00:00:00","2022-12-01 00:00:00",NULL,"2022-11-28 00:00:00","2026-04-16 11:56:34"
19071,4277,7700,5,6.30,31.50,Canceled,NULL,NULL,"2022-11-30 00:00:00","2022-11-28 00:00:00","2026-04-17 10:29:05"
19072,4277,3210,5,8.96,44.80,Delivered,"2022-11-30 00:00:00","2022-12-05 00:00:00",NULL,"2022-11-28 00:00:00","2026-04-16 11:56:34"
19073,4277,9175,1,10.12,10.12,Canceled,NULL,NULL,"2022-11-30 00:00:00","2022-11-28 00:00:00","2026-04-17 10:29:05"
19074,4278,8278,3,6.97,20.91,Shipped,"2024-06-08 00:00:00",NULL,NULL,"2024-06-06 00:00:00","2026-04-16 11:56:34"
19075,4279,5856,3,7.47,22.41,Delivered,"2023-12-06 00:00:00","2023-12-10 00:00:00",NULL,"2023-12-04 00:00:00","2026-04-16 11:56:34"
19076,4279,1196,5,7.12,35.60,Shipped,"2023-12-07 00:00:00",NULL,NULL,"2023-12-04 00:00:00","2026-04-16 11:56:34"
19077,4279,5265,3,22.82,68.46,Canceled,NULL,NULL,"2023-12-05 00:00:00","2023-12-04 00:00:00","2026-04-17 10:29:05"
19078,4280,8721,4,3.28,13.12,Delivered,"2026-03-31 00:00:00","2026-04-04 00:00:00",NULL,"2026-03-30 00:00:00","2026-04-16 11:56:34"
19079,4280,7801,3,8.60,25.80,Delivered,"2026-03-31 00:00:00","2026-04-04 00:00:00",NULL,"2026-03-30 00:00:00","2026-04-16 11:56:34"
19080,4280,8847,3,9.30,27.90,Delivered,"2026-04-01 00:00:00","2026-04-03 00:00:00",NULL,"2026-03-30 00:00:00","2026-04-16 11:56:34"
19081,4280,3634,2,7.99,15.98,Delivered,"2026-03-31 00:00:00","2026-04-05 00:00:00",NULL,"2026-03-30 00:00:00","2026-04-16 11:56:34"
19082,4281,8332,5,8.38,41.90,Delivered,"2025-09-22 00:00:00","2025-09-26 00:00:00",NULL,"2025-09-19 00:00:00","2026-04-16 11:56:34"
19083,4281,9494,5,5.27,26.35,Delivered,"2025-09-20 00:00:00","2025-09-24 00:00:00",NULL,"2025-09-19 00:00:00","2026-04-16 11:56:34"
19084,4281,409,1,18.44,18.44,Delivered,"2025-09-20 00:00:00","2025-09-22 00:00:00",NULL,"2025-09-19 00:00:00","2026-04-16 11:56:34"
19085,4281,6170,1,24.19,24.19,Delivered,"2025-09-20 00:00:00","2025-09-22 00:00:00",NULL,"2025-09-19 00:00:00","2026-04-16 11:56:34"
19086,4281,1741,5,19.88,99.40,Delivered,"2025-09-21 00:00:00","2025-09-24 00:00:00",NULL,"2025-09-19 00:00:00","2026-04-16 11:56:34"
19087,4281,8901,3,8.51,25.53,Delivered,"2025-09-20 00:00:00","2025-09-22 00:00:00",NULL,"2025-09-19 00:00:00","2026-04-16 11:56:34"
19088,4282,8736,2,2.01,4.02,Delivered,"2025-10-10 00:00:00","2025-10-14 00:00:00",NULL,"2025-10-09 00:00:00","2026-04-16 11:56:34"
19089,4282,6293,3,2.88,8.64,Delivered,"2025-10-12 00:00:00","2025-10-17 00:00:00",NULL,"2025-10-09 00:00:00","2026-04-16 11:56:34"
19090,4282,743,2,8.65,17.30,Delivered,"2025-10-10 00:00:00","2025-10-12 00:00:00",NULL,"2025-10-09 00:00:00","2026-04-16 11:56:34"
19091,4282,7597,2,6.88,13.76,Delivered,"2025-10-11 00:00:00","2025-10-15 00:00:00",NULL,"2025-10-09 00:00:00","2026-04-16 11:56:34"
19092,4282,983,2,10.76,21.52,Delivered,"2025-10-12 00:00:00","2025-10-17 00:00:00",NULL,"2025-10-09 00:00:00","2026-04-16 11:56:34"
19093,4282,2803,1,19.23,19.23,Delivered,"2025-10-11 00:00:00","2025-10-15 00:00:00",NULL,"2025-10-09 00:00:00","2026-04-16 11:56:34"
19094,4282,4713,1,7.12,7.12,Canceled,NULL,NULL,"2025-10-10 00:00:00","2025-10-09 00:00:00","2026-04-17 10:29:05"
19095,4283,7995,4,3.76,15.04,Shipped,"2024-09-24 00:00:00",NULL,NULL,"2024-09-22 00:00:00","2026-04-16 11:56:34"
19096,4283,464,2,18.92,37.84,Shipped,"2024-09-23 00:00:00",NULL,NULL,"2024-09-22 00:00:00","2026-04-16 11:56:34"
19097,4283,5560,1,9.76,9.76,Shipped,"2024-09-25 00:00:00",NULL,NULL,"2024-09-22 00:00:00","2026-04-16 11:56:34"
19098,4283,9659,2,2.16,4.32,Delivered,"2024-09-23 00:00:00","2024-09-26 00:00:00",NULL,"2024-09-22 00:00:00","2026-04-16 11:56:34"
19099,4284,5184,1,6.83,6.83,Delivered,"2025-12-06 00:00:00","2025-12-11 00:00:00",NULL,"2025-12-03 00:00:00","2026-04-16 11:56:34"
19100,4285,3501,2,5.31,10.62,Canceled,NULL,NULL,"2025-06-09 00:00:00","2025-06-08 00:00:00","2026-04-17 10:29:05"
19101,4285,5872,4,5.35,21.40,Delivered,"2025-06-09 00:00:00","2025-06-13 00:00:00",NULL,"2025-06-08 00:00:00","2026-04-16 11:56:34"
19102,4285,6482,4,3.12,12.48,Delivered,"2025-06-10 00:00:00","2025-06-11 00:00:00",NULL,"2025-06-08 00:00:00","2026-04-16 11:56:34"
19103,4285,72,5,7.83,39.15,Shipped,"2025-06-10 00:00:00",NULL,NULL,"2025-06-08 00:00:00","2026-04-16 11:56:34"
19104,4285,5644,3,3.18,9.54,Delivered,"2025-06-11 00:00:00","2025-06-13 00:00:00",NULL,"2025-06-08 00:00:00","2026-04-16 11:56:34"
19105,4285,3573,5,8.44,42.20,Delivered,"2025-06-10 00:00:00","2025-06-11 00:00:00",NULL,"2025-06-08 00:00:00","2026-04-16 11:56:34"
19106,4285,3670,4,13.29,53.16,Delivered,"2025-06-09 00:00:00","2025-06-10 00:00:00",NULL,"2025-06-08 00:00:00","2026-04-16 11:56:34"
19107,4285,2041,3,6.43,19.29,Delivered,"2025-06-09 00:00:00","2025-06-11 00:00:00",NULL,"2025-06-08 00:00:00","2026-04-16 11:56:34"
19108,4286,5998,3,3.95,11.85,Delivered,"2021-07-14 00:00:00","2021-07-15 00:00:00",NULL,"2021-07-11 00:00:00","2026-04-16 11:56:34"
19109,4286,9940,3,5.31,15.93,Delivered,"2021-07-14 00:00:00","2021-07-18 00:00:00",NULL,"2021-07-11 00:00:00","2026-04-16 11:56:34"
19110,4287,6599,3,6.81,20.43,Delivered,"2021-02-18 00:00:00","2021-02-19 00:00:00",NULL,"2021-02-15 00:00:00","2026-04-16 11:56:34"
19111,4287,5801,1,11.12,11.12,Delivered,"2021-02-17 00:00:00","2021-02-21 00:00:00",NULL,"2021-02-15 00:00:00","2026-04-16 11:56:34"
19112,4287,3463,2,12.27,24.54,Delivered,"2021-02-18 00:00:00","2021-02-23 00:00:00",NULL,"2021-02-15 00:00:00","2026-04-16 11:56:34"
19113,4287,5612,5,12.95,64.75,Delivered,"2021-02-16 00:00:00","2021-02-18 00:00:00",NULL,"2021-02-15 00:00:00","2026-04-16 11:56:34"
19114,4287,4403,1,10.62,10.62,Delivered,"2021-02-18 00:00:00","2021-02-23 00:00:00",NULL,"2021-02-15 00:00:00","2026-04-16 11:56:34"
19115,4287,8911,2,4.77,9.54,Delivered,"2021-02-17 00:00:00","2021-02-18 00:00:00",NULL,"2021-02-15 00:00:00","2026-04-16 11:56:34"
19116,4287,2449,3,3.76,11.28,Shipped,"2021-02-16 00:00:00",NULL,NULL,"2021-02-15 00:00:00","2026-04-16 11:56:34"
19117,4287,9688,1,9.41,9.41,Delivered,"2021-02-16 00:00:00","2021-02-19 00:00:00",NULL,"2021-02-15 00:00:00","2026-04-16 11:56:34"
19118,4288,1271,1,18.72,18.72,Delivered,"2020-06-23 00:00:00","2020-06-25 00:00:00",NULL,"2020-06-22 00:00:00","2026-04-16 11:56:34"
19119,4288,3994,1,9.23,9.23,Canceled,NULL,NULL,"2020-06-23 00:00:00","2020-06-22 00:00:00","2026-04-17 10:29:05"
19120,4289,9253,3,2.21,6.63,Delivered,"2025-11-23 00:00:00","2025-11-28 00:00:00",NULL,"2025-11-22 00:00:00","2026-04-16 11:56:34"
19121,4289,7696,3,6.04,18.12,Delivered,"2025-11-23 00:00:00","2025-11-27 00:00:00",NULL,"2025-11-22 00:00:00","2026-04-16 11:56:34"
19122,4289,6794,3,20.97,62.91,Shipped,"2025-11-25 00:00:00",NULL,NULL,"2025-11-22 00:00:00","2026-04-16 11:56:34"
19123,4290,8768,2,9.33,18.66,Shipped,"2026-04-14 00:00:00",NULL,NULL,"2026-04-13 00:00:00","2026-04-16 11:56:34"
19124,4291,2032,1,6.52,6.52,Delivered,"2025-12-15 00:00:00","2025-12-20 00:00:00",NULL,"2025-12-14 00:00:00","2026-04-16 11:56:34"
19125,4291,1742,3,18.76,56.28,Shipped,"2025-12-17 00:00:00",NULL,NULL,"2025-12-14 00:00:00","2026-04-16 11:56:34"
19126,4291,5710,1,5.78,5.78,Delivered,"2025-12-17 00:00:00","2025-12-21 00:00:00",NULL,"2025-12-14 00:00:00","2026-04-16 11:56:34"
