order_id,customer_id,order_date,total_amount,delivery_cost,date_created,date_updated
5250,203,"2026-03-17 00:00:00",225.11,0.00,"2026-03-17 00:00:00","2026-04-16 11:56:35"
5251,118,"2023-02-10 00:00:00",8.35,25.00,"2023-02-10 00:00:00","2026-04-16 11:56:35"
5252,209,"2024-12-14 00:00:00",333.94,0.00,"2024-12-14 00:00:00","2026-04-16 11:56:35"
5253,271,"2021-11-20 00:00:00",133.10,0.00,"2021-11-20 00:00:00","2026-04-16 11:56:35"
5254,226,"2026-02-09 00:00:00",274.72,0.00,"2026-02-09 00:00:00","2026-04-16 11:56:35"
5255,118,"2023-09-03 00:00:00",223.57,0.00,"2023-09-03 00:00:00","2026-04-16 11:56:35"
5256,227,"2026-03-22 00:00:00",6.60,25.00,"2026-03-22 00:00:00","2026-04-16 11:56:35"
5257,5,"2025-08-24 00:00:00",79.88,0.00,"2025-08-24 00:00:00","2026-04-16 11:56:35"
5258,91,"2025-07-23 00:00:00",214.30,0.00,"2025-07-23 00:00:00","2026-04-16 11:56:35"
5259,201,"2026-02-16 00:00:00",59.68,5.00,"2026-02-16 00:00:00","2026-04-16 11:56:35"
5260,85,"2026-02-15 00:00:00",268.23,0.00,"2026-02-15 00:00:00","2026-04-16 11:56:35"
5261,229,"2026-04-13 00:00:00",59.56,5.00,"2026-04-13 00:00:00","2026-04-16 11:56:35"
5262,47,"2023-10-04 00:00:00",173.37,0.00,"2023-10-04 00:00:00","2026-04-16 11:56:35"
5263,252,"2024-09-16 00:00:00",38.56,10.00,"2024-09-16 00:00:00","2026-04-16 11:56:35"
5264,1,"2024-05-07 00:00:00",80.07,0.00,"2024-05-07 00:00:00","2026-04-16 11:56:35"
5265,149,"2026-03-10 00:00:00",245.60,0.00,"2026-03-10 00:00:00","2026-04-16 11:56:35"
5266,155,"2026-01-10 00:00:00",372.49,0.00,"2026-01-10 00:00:00","2026-04-16 11:56:35"
5267,246,"2024-06-17 00:00:00",148.56,0.00,"2024-06-17 00:00:00","2026-04-16 11:56:35"
5268,259,"2025-12-13 00:00:00",156.90,0.00,"2025-12-13 00:00:00","2026-04-16 11:56:35"
5269,176,"2025-04-14 00:00:00",187.26,0.00,"2025-04-14 00:00:00","2026-04-16 11:56:35"
5270,141,"2026-04-09 00:00:00",12.11,25.00,"2026-04-09 00:00:00","2026-04-16 11:56:35"
5271,245,"2025-06-08 00:00:00",6.66,25.00,"2025-06-08 00:00:00","2026-04-16 11:56:35"
5272,270,"2024-10-28 00:00:00",42.89,10.00,"2024-10-28 00:00:00","2026-04-16 11:56:35"
5273,163,"2025-12-17 00:00:00",3.05,25.00,"2025-12-17 00:00:00","2026-04-16 11:56:35"
5274,27,"2026-02-11 00:00:00",196.97,0.00,"2026-02-11 00:00:00","2026-04-16 11:56:35"
5275,195,"2025-10-31 00:00:00",43.52,10.00,"2025-10-31 00:00:00","2026-04-16 11:56:35"
5276,244,"2026-04-05 00:00:00",124.90,0.00,"2026-04-05 00:00:00","2026-04-16 11:56:35"
5277,122,"2025-08-17 00:00:00",164.03,0.00,"2025-08-17 00:00:00","2026-04-16 11:56:35"
5278,118,"2023-05-18 00:00:00",15.71,25.00,"2023-05-18 00:00:00","2026-04-16 11:56:35"
5279,108,"2026-04-12 00:00:00",83.09,0.00,"2026-04-12 00:00:00","2026-04-16 11:56:35"
5280,278,"2026-02-25 00:00:00",51.41,5.00,"2026-02-25 00:00:00","2026-04-16 11:56:35"
5281,163,"2025-10-31 00:00:00",14.64,25.00,"2025-10-31 00:00:00","2026-04-16 11:56:35"
5282,44,"2026-03-17 00:00:00",151.76,0.00,"2026-03-17 00:00:00","2026-04-16 11:56:35"
5283,112,"2025-03-24 00:00:00",110.77,0.00,"2025-03-24 00:00:00","2026-04-16 11:56:35"
5284,300,"2023-05-16 00:00:00",80.26,0.00,"2023-05-16 00:00:00","2026-04-16 11:56:35"
5285,253,"2024-02-13 00:00:00",196.52,0.00,"2024-02-13 00:00:00","2026-04-16 11:56:35"
5286,158,"2024-02-11 00:00:00",66.25,5.00,"2024-02-11 00:00:00","2026-04-16 11:56:35"
5287,177,"2025-08-03 00:00:00",167.70,0.00,"2025-08-03 00:00:00","2026-04-16 11:56:35"
5288,167,"2025-02-25 00:00:00",107.65,0.00,"2025-02-25 00:00:00","2026-04-16 11:56:35"
5289,194,"2024-03-13 00:00:00",116.03,0.00,"2024-03-13 00:00:00","2026-04-16 11:56:35"
5290,114,"2026-01-06 00:00:00",418.20,0.00,"2026-01-06 00:00:00","2026-04-16 11:56:35"
5291,176,"2026-03-20 00:00:00",142.47,0.00,"2026-03-20 00:00:00","2026-04-16 11:56:35"
5292,82,"2025-04-30 00:00:00",87.71,0.00,"2025-04-30 00:00:00","2026-04-16 11:56:35"
5293,73,"2023-11-17 00:00:00",34.24,10.00,"2023-11-17 00:00:00","2026-04-16 11:56:35"
5294,219,"2022-05-04 00:00:00",141.07,0.00,"2022-05-04 00:00:00","2026-04-16 11:56:35"
5295,122,"2026-02-24 00:00:00",141.30,0.00,"2026-02-24 00:00:00","2026-04-16 11:56:35"
5296,289,"2025-02-23 00:00:00",32.91,10.00,"2025-02-23 00:00:00","2026-04-16 11:56:35"
5297,37,"2025-05-08 00:00:00",102.25,0.00,"2025-05-08 00:00:00","2026-04-16 11:56:35"
5298,249,"2025-06-19 00:00:00",355.67,0.00,"2025-06-19 00:00:00","2026-04-16 11:56:35"
5299,269,"2025-08-31 00:00:00",108.39,0.00,"2025-08-31 00:00:00","2026-04-16 11:56:35"
5300,205,"2021-08-19 00:00:00",138.42,0.00,"2021-08-19 00:00:00","2026-04-16 11:56:35"
5301,234,"2022-08-19 00:00:00",84.85,0.00,"2022-08-19 00:00:00","2026-04-16 11:56:35"
5302,82,"2025-02-26 00:00:00",119.22,0.00,"2025-02-26 00:00:00","2026-04-16 11:56:35"
5303,43,"2024-05-25 00:00:00",66.96,5.00,"2024-05-25 00:00:00","2026-04-16 11:56:35"
5304,139,"2026-02-15 00:00:00",232.41,0.00,"2026-02-15 00:00:00","2026-04-16 11:56:35"
5305,201,"2026-03-29 00:00:00",242.77,0.00,"2026-03-29 00:00:00","2026-04-16 11:56:35"
5306,288,"2023-04-22 00:00:00",134.80,0.00,"2023-04-22 00:00:00","2026-04-16 11:56:35"
5307,189,"2024-05-22 00:00:00",348.65,0.00,"2024-05-22 00:00:00","2026-04-16 11:56:35"
5308,84,"2025-10-07 00:00:00",202.93,0.00,"2025-10-07 00:00:00","2026-04-16 11:56:35"
5309,194,"2025-04-14 00:00:00",112.58,0.00,"2025-04-14 00:00:00","2026-04-16 11:56:35"
5310,151,"2023-07-26 00:00:00",147.35,0.00,"2023-07-26 00:00:00","2026-04-16 11:56:35"
5311,90,"2025-10-16 00:00:00",290.36,0.00,"2025-10-16 00:00:00","2026-04-16 11:56:35"
5312,90,"2025-06-24 00:00:00",166.89,0.00,"2025-06-24 00:00:00","2026-04-16 11:56:35"
5313,89,"2024-04-23 00:00:00",31.58,10.00,"2024-04-23 00:00:00","2026-04-16 11:56:35"
5314,55,"2023-12-31 00:00:00",315.42,0.00,"2023-12-31 00:00:00","2026-04-16 11:56:35"
5315,285,"2025-05-01 00:00:00",169.08,0.00,"2025-05-01 00:00:00","2026-04-16 11:56:35"
5316,104,"2023-05-10 00:00:00",158.60,0.00,"2023-05-10 00:00:00","2026-04-16 11:56:35"
5317,157,"2021-08-18 00:00:00",113.76,0.00,"2021-08-18 00:00:00","2026-04-16 11:56:35"
5318,11,"2025-02-09 00:00:00",55.04,5.00,"2025-02-09 00:00:00","2026-04-16 11:56:35"
5319,207,"2025-08-17 00:00:00",207.48,0.00,"2025-08-17 00:00:00","2026-04-16 11:56:35"
5320,256,"2025-11-23 00:00:00",106.48,0.00,"2025-11-23 00:00:00","2026-04-16 11:56:35"
5321,198,"2025-09-16 00:00:00",149.84,0.00,"2025-09-16 00:00:00","2026-04-16 11:56:35"
5322,97,"2025-05-16 00:00:00",122.56,0.00,"2025-05-16 00:00:00","2026-04-16 11:56:35"
5323,135,"2026-03-26 00:00:00",146.71,0.00,"2026-03-26 00:00:00","2026-04-16 11:56:35"
5324,83,"2024-11-18 00:00:00",204.27,0.00,"2024-11-18 00:00:00","2026-04-16 11:56:35"
5325,288,"2022-10-24 00:00:00",158.82,0.00,"2022-10-24 00:00:00","2026-04-16 11:56:35"
5326,140,"2026-04-01 00:00:00",87.60,0.00,"2026-04-01 00:00:00","2026-04-16 11:56:35"
5327,280,"2026-03-04 00:00:00",11.88,25.00,"2026-03-04 00:00:00","2026-04-16 11:56:35"
5328,291,"2024-08-09 00:00:00",220.53,0.00,"2024-08-09 00:00:00","2026-04-16 11:56:35"
5329,142,"2025-10-02 00:00:00",329.11,0.00,"2025-10-02 00:00:00","2026-04-16 11:56:35"
5330,101,"2025-12-04 00:00:00",65.68,5.00,"2025-12-04 00:00:00","2026-04-16 11:56:35"
5331,273,"2024-08-13 00:00:00",64.80,5.00,"2024-08-13 00:00:00","2026-04-16 11:56:35"
5332,106,"2023-05-09 00:00:00",57.92,5.00,"2023-05-09 00:00:00","2026-04-16 11:56:35"
5333,22,"2024-04-10 00:00:00",142.61,0.00,"2024-04-10 00:00:00","2026-04-16 11:56:35"
5334,3,"2024-09-24 00:00:00",227.22,0.00,"2024-09-24 00:00:00","2026-04-16 11:56:35"
5335,83,"2026-01-22 00:00:00",129.06,0.00,"2026-01-22 00:00:00","2026-04-16 11:56:35"
5336,9,"2024-05-15 00:00:00",63.85,5.00,"2024-05-15 00:00:00","2026-04-16 11:56:35"
5337,190,"2025-10-26 00:00:00",114.56,0.00,"2025-10-26 00:00:00","2026-04-16 11:56:35"
5338,98,"2024-12-09 00:00:00",108.14,0.00,"2024-12-09 00:00:00","2026-04-16 11:56:35"
5339,131,"2024-06-23 00:00:00",209.37,0.00,"2024-06-23 00:00:00","2026-04-16 11:56:35"
5340,60,"2025-11-20 00:00:00",42.20,10.00,"2025-11-20 00:00:00","2026-04-16 11:56:35"
5341,214,"2025-01-29 00:00:00",222.66,0.00,"2025-01-29 00:00:00","2026-04-16 11:56:35"
5342,75,"2026-03-31 00:00:00",165.56,0.00,"2026-03-31 00:00:00","2026-04-16 11:56:35"
5343,2,"2020-09-29 00:00:00",111.31,0.00,"2020-09-29 00:00:00","2026-04-16 11:56:35"
5344,190,"2026-04-06 00:00:00",40.62,10.00,"2026-04-06 00:00:00","2026-04-16 11:56:35"
5345,239,"2024-04-04 00:00:00",160.37,0.00,"2024-04-04 00:00:00","2026-04-16 11:56:35"
5346,63,"2025-05-23 00:00:00",65.14,5.00,"2025-05-23 00:00:00","2026-04-16 11:56:35"
5347,206,"2024-03-04 00:00:00",7.90,25.00,"2024-03-04 00:00:00","2026-04-16 11:56:35"
5348,1,"2025-03-03 00:00:00",82.31,0.00,"2025-03-03 00:00:00","2026-04-16 11:56:35"
5349,190,"2025-08-30 00:00:00",13.15,25.00,"2025-08-30 00:00:00","2026-04-16 11:56:35"
5350,161,"2024-11-23 00:00:00",17.02,25.00,"2024-11-23 00:00:00","2026-04-16 11:56:35"
5351,152,"2026-03-08 00:00:00",220.55,0.00,"2026-03-08 00:00:00","2026-04-16 11:56:35"
5352,87,"2025-11-13 00:00:00",38.92,10.00,"2025-11-13 00:00:00","2026-04-16 11:56:35"
5353,274,"2022-04-20 00:00:00",201.34,0.00,"2022-04-20 00:00:00","2026-04-16 11:56:35"
5354,101,"2021-04-01 00:00:00",214.83,0.00,"2021-04-01 00:00:00","2026-04-16 11:56:35"
5355,96,"2025-02-25 00:00:00",103.95,0.00,"2025-02-25 00:00:00","2026-04-16 11:56:35"
5356,108,"2026-03-14 00:00:00",8.58,25.00,"2026-03-14 00:00:00","2026-04-16 11:56:35"
5357,54,"2025-06-20 00:00:00",333.79,0.00,"2025-06-20 00:00:00","2026-04-16 11:56:35"
5358,199,"2025-04-11 00:00:00",161.11,0.00,"2025-04-11 00:00:00","2026-04-16 11:56:35"
5359,285,"2025-10-06 00:00:00",253.83,0.00,"2025-10-06 00:00:00","2026-04-16 11:56:35"
5360,191,"2026-02-08 00:00:00",130.32,0.00,"2026-02-08 00:00:00","2026-04-16 11:56:35"
5361,3,"2025-02-06 00:00:00",197.88,0.00,"2025-02-06 00:00:00","2026-04-16 11:56:35"
5362,115,"2024-09-25 00:00:00",225.80,0.00,"2024-09-25 00:00:00","2026-04-16 11:56:35"
5363,294,"2022-10-26 00:00:00",148.18,0.00,"2022-10-26 00:00:00","2026-04-16 11:56:35"
5364,81,"2024-11-23 00:00:00",247.34,0.00,"2024-11-23 00:00:00","2026-04-16 11:56:35"
5365,90,"2025-11-08 00:00:00",12.70,25.00,"2025-11-08 00:00:00","2026-04-16 11:56:35"
5366,13,"2025-10-20 00:00:00",103.09,0.00,"2025-10-20 00:00:00","2026-04-16 11:56:35"
5367,58,"2024-12-31 00:00:00",47.66,10.00,"2024-12-31 00:00:00","2026-04-16 11:56:35"
5368,61,"2022-09-25 00:00:00",2.91,25.00,"2022-09-25 00:00:00","2026-04-16 11:56:35"
5369,155,"2025-08-21 00:00:00",79.98,0.00,"2025-08-21 00:00:00","2026-04-16 11:56:35"
5370,294,"2026-03-21 00:00:00",132.70,0.00,"2026-03-21 00:00:00","2026-04-16 11:56:35"
5371,24,"2022-09-16 00:00:00",35.15,10.00,"2022-09-16 00:00:00","2026-04-16 11:56:35"
5372,193,"2025-09-18 00:00:00",222.22,0.00,"2025-09-18 00:00:00","2026-04-16 11:56:35"
5373,217,"2025-09-05 00:00:00",103.36,0.00,"2025-09-05 00:00:00","2026-04-16 11:56:35"
5374,61,"2023-05-11 00:00:00",254.84,0.00,"2023-05-11 00:00:00","2026-04-16 11:56:35"
5375,166,"2025-10-06 00:00:00",48.55,10.00,"2025-10-06 00:00:00","2026-04-16 11:56:35"
5376,262,"2024-05-02 00:00:00",191.23,0.00,"2024-05-02 00:00:00","2026-04-16 11:56:35"
5377,55,"2026-03-20 00:00:00",177.00,0.00,"2026-03-20 00:00:00","2026-04-16 11:56:35"
5378,278,"2026-02-01 00:00:00",149.39,0.00,"2026-02-01 00:00:00","2026-04-16 11:56:35"
5379,126,"2023-01-21 00:00:00",191.94,0.00,"2023-01-21 00:00:00","2026-04-16 11:56:35"
5380,202,"2026-03-08 00:00:00",8.24,25.00,"2026-03-08 00:00:00","2026-04-16 11:56:35"
5381,72,"2026-03-27 00:00:00",197.10,0.00,"2026-03-27 00:00:00","2026-04-16 11:56:35"
5382,63,"2026-01-03 00:00:00",80.58,0.00,"2026-01-03 00:00:00","2026-04-16 11:56:35"
5383,146,"2025-04-19 00:00:00",103.61,0.00,"2025-04-19 00:00:00","2026-04-16 11:56:35"
5384,263,"2020-03-24 00:00:00",47.53,10.00,"2020-03-24 00:00:00","2026-04-16 11:56:35"
5385,234,"2024-06-11 00:00:00",108.40,0.00,"2024-06-11 00:00:00","2026-04-16 11:56:35"
5386,164,"2025-09-22 00:00:00",23.52,25.00,"2025-09-22 00:00:00","2026-04-16 11:56:35"
5387,149,"2026-04-15 00:00:00",130.53,0.00,"2026-04-15 00:00:00","2026-04-16 11:56:35"
5388,69,"2022-07-19 00:00:00",270.79,0.00,"2022-07-19 00:00:00","2026-04-16 11:56:35"
5389,175,"2025-01-04 00:00:00",136.92,0.00,"2025-01-04 00:00:00","2026-04-16 11:56:35"
5390,74,"2023-12-26 00:00:00",52.74,5.00,"2023-12-26 00:00:00","2026-04-16 11:56:35"
5391,69,"2026-02-27 00:00:00",134.17,0.00,"2026-02-27 00:00:00","2026-04-16 11:56:36"
5392,219,"2022-01-20 00:00:00",28.45,10.00,"2022-01-20 00:00:00","2026-04-16 11:56:36"
5393,108,"2026-04-11 00:00:00",116.40,0.00,"2026-04-11 00:00:00","2026-04-16 11:56:36"
5394,246,"2023-09-20 00:00:00",139.99,0.00,"2023-09-20 00:00:00","2026-04-16 11:56:36"
5395,191,"2026-04-15 00:00:00",257.79,0.00,"2026-04-15 00:00:00","2026-04-16 11:56:36"
5396,229,"2026-04-12 00:00:00",234.57,0.00,"2026-04-12 00:00:00","2026-04-16 11:56:36"
5397,165,"2026-01-11 00:00:00",206.23,0.00,"2026-01-11 00:00:00","2026-04-16 11:56:36"
5398,21,"2024-11-20 00:00:00",199.20,0.00,"2024-11-20 00:00:00","2026-04-16 11:56:36"
5399,257,"2026-02-28 00:00:00",36.66,10.00,"2026-02-28 00:00:00","2026-04-16 11:56:36"
5400,237,"2026-03-30 00:00:00",73.96,5.00,"2026-03-30 00:00:00","2026-04-16 11:56:36"
5401,12,"2023-07-26 00:00:00",107.72,0.00,"2023-07-26 00:00:00","2026-04-16 11:56:36"
5402,203,"2025-11-28 00:00:00",75.84,0.00,"2025-11-28 00:00:00","2026-04-16 11:56:36"
5403,259,"2026-02-14 00:00:00",63.69,5.00,"2026-02-14 00:00:00","2026-04-16 11:56:36"
5404,143,"2024-10-18 00:00:00",316.77,0.00,"2024-10-18 00:00:00","2026-04-16 11:56:36"
5405,167,"2025-03-15 00:00:00",159.23,0.00,"2025-03-15 00:00:00","2026-04-16 11:56:36"
5406,16,"2026-04-13 00:00:00",208.62,0.00,"2026-04-13 00:00:00","2026-04-16 11:56:36"
5407,35,"2024-11-27 00:00:00",194.67,0.00,"2024-11-27 00:00:00","2026-04-16 11:56:36"
5408,133,"2025-03-17 00:00:00",117.47,0.00,"2025-03-17 00:00:00","2026-04-16 11:56:36"
5409,108,"2026-03-24 00:00:00",24.90,25.00,"2026-03-24 00:00:00","2026-04-16 11:56:36"
5410,170,"2025-07-30 00:00:00",293.81,0.00,"2025-07-30 00:00:00","2026-04-16 11:56:36"
5411,149,"2026-03-24 00:00:00",32.45,10.00,"2026-03-24 00:00:00","2026-04-16 11:56:36"
5412,288,"2022-11-01 00:00:00",136.72,0.00,"2022-11-01 00:00:00","2026-04-16 11:56:36"
5413,218,"2026-04-15 00:00:00",191.06,0.00,"2026-04-15 00:00:00","2026-04-16 11:56:36"
5414,50,"2024-08-12 00:00:00",99.70,0.00,"2024-08-12 00:00:00","2026-04-16 11:56:36"
5415,31,"2023-06-06 00:00:00",249.10,0.00,"2023-06-06 00:00:00","2026-04-16 11:56:36"
5416,162,"2024-03-26 00:00:00",69.14,5.00,"2024-03-26 00:00:00","2026-04-16 11:56:36"
5417,132,"2022-12-02 00:00:00",74.28,5.00,"2022-12-02 00:00:00","2026-04-16 11:56:36"
5418,55,"2022-08-05 00:00:00",42.30,10.00,"2022-08-05 00:00:00","2026-04-16 11:56:36"
5419,65,"2025-08-18 00:00:00",58.18,5.00,"2025-08-18 00:00:00","2026-04-16 11:56:36"
5420,56,"2025-06-02 00:00:00",38.11,10.00,"2025-06-02 00:00:00","2026-04-16 11:56:36"
5421,157,"2021-04-13 00:00:00",11.96,25.00,"2021-04-13 00:00:00","2026-04-16 11:56:36"
5422,126,"2021-04-09 00:00:00",37.42,10.00,"2021-04-09 00:00:00","2026-04-16 11:56:36"
5423,163,"2025-06-16 00:00:00",29.86,10.00,"2025-06-16 00:00:00","2026-04-16 11:56:36"
5424,149,"2026-03-27 00:00:00",71.70,5.00,"2026-03-27 00:00:00","2026-04-16 11:56:36"
5425,175,"2025-05-29 00:00:00",191.70,0.00,"2025-05-29 00:00:00","2026-04-16 11:56:36"
5426,218,"2026-02-26 00:00:00",233.94,0.00,"2026-02-26 00:00:00","2026-04-16 11:56:36"
5427,273,"2025-08-03 00:00:00",18.88,25.00,"2025-08-03 00:00:00","2026-04-16 11:56:36"
5428,163,"2025-10-25 00:00:00",127.04,0.00,"2025-10-25 00:00:00","2026-04-16 11:56:36"
5429,76,"2024-09-21 00:00:00",209.71,0.00,"2024-09-21 00:00:00","2026-04-16 11:56:36"
5430,87,"2026-03-11 00:00:00",140.91,0.00,"2026-03-11 00:00:00","2026-04-16 11:56:36"
5431,287,"2022-01-21 00:00:00",27.32,10.00,"2022-01-21 00:00:00","2026-04-16 11:56:36"
5432,4,"2023-11-24 00:00:00",399.33,0.00,"2023-11-24 00:00:00","2026-04-16 11:56:36"
5433,209,"2025-09-29 00:00:00",14.88,25.00,"2025-09-29 00:00:00","2026-04-16 11:56:36"
5434,69,"2024-02-12 00:00:00",205.20,0.00,"2024-02-12 00:00:00","2026-04-16 11:56:36"
5435,47,"2023-09-07 00:00:00",113.68,0.00,"2023-09-07 00:00:00","2026-04-16 11:56:36"
5436,289,"2025-07-29 00:00:00",64.43,5.00,"2025-07-29 00:00:00","2026-04-16 11:56:36"
5437,199,"2025-02-28 00:00:00",368.48,0.00,"2025-02-28 00:00:00","2026-04-16 11:56:36"
5438,64,"2025-07-20 00:00:00",218.67,0.00,"2025-07-20 00:00:00","2026-04-16 11:56:36"
5439,53,"2024-01-22 00:00:00",25.88,10.00,"2024-01-22 00:00:00","2026-04-16 11:56:36"
5440,261,"2024-09-02 00:00:00",10.36,25.00,"2024-09-02 00:00:00","2026-04-16 11:56:36"
5441,97,"2026-01-12 00:00:00",83.23,0.00,"2026-01-12 00:00:00","2026-04-16 11:56:36"
5442,4,"2025-09-26 00:00:00",78.23,0.00,"2025-09-26 00:00:00","2026-04-16 11:56:36"
5443,113,"2025-08-30 00:00:00",108.56,0.00,"2025-08-30 00:00:00","2026-04-16 11:56:36"
5444,123,"2024-08-13 00:00:00",127.68,0.00,"2024-08-13 00:00:00","2026-04-16 11:56:36"
5445,15,"2025-05-31 00:00:00",268.91,0.00,"2025-05-31 00:00:00","2026-04-16 11:56:36"
5446,278,"2025-11-01 00:00:00",283.85,0.00,"2025-11-01 00:00:00","2026-04-16 11:56:36"
5447,249,"2024-10-21 00:00:00",18.87,25.00,"2024-10-21 00:00:00","2026-04-16 11:56:36"
5448,235,"2026-01-03 00:00:00",248.38,0.00,"2026-01-03 00:00:00","2026-04-16 11:56:36"
5449,41,"2021-12-04 00:00:00",355.79,0.00,"2021-12-04 00:00:00","2026-04-16 11:56:36"
5450,298,"2025-02-20 00:00:00",33.61,10.00,"2025-02-20 00:00:00","2026-04-16 11:56:36"
5451,263,"2020-01-21 00:00:00",115.00,0.00,"2020-01-21 00:00:00","2026-04-16 11:56:36"
5452,137,"2026-04-11 00:00:00",151.51,0.00,"2026-04-11 00:00:00","2026-04-16 11:56:36"
5453,3,"2024-01-16 00:00:00",308.84,0.00,"2024-01-16 00:00:00","2026-04-16 11:56:36"
5454,230,"2023-02-23 00:00:00",84.12,0.00,"2023-02-23 00:00:00","2026-04-16 11:56:36"
5455,198,"2025-04-16 00:00:00",137.41,0.00,"2025-04-16 00:00:00","2026-04-16 11:56:36"
5456,275,"2023-06-02 00:00:00",240.09,0.00,"2023-06-02 00:00:00","2026-04-16 11:56:36"
5457,136,"2025-03-06 00:00:00",39.50,10.00,"2025-03-06 00:00:00","2026-04-16 11:56:36"
5458,119,"2024-09-22 00:00:00",171.80,0.00,"2024-09-22 00:00:00","2026-04-16 11:56:36"
5459,61,"2025-11-16 00:00:00",112.61,0.00,"2025-11-16 00:00:00","2026-04-16 11:56:36"
5460,52,"2025-06-17 00:00:00",17.97,25.00,"2025-06-17 00:00:00","2026-04-16 11:56:36"
5461,177,"2026-03-18 00:00:00",59.73,5.00,"2026-03-18 00:00:00","2026-04-16 11:56:36"
5462,164,"2025-07-29 00:00:00",128.58,0.00,"2025-07-29 00:00:00","2026-04-16 11:56:36"
5463,54,"2025-08-17 00:00:00",69.09,5.00,"2025-08-17 00:00:00","2026-04-16 11:56:36"
5464,261,"2025-07-20 00:00:00",15.04,25.00,"2025-07-20 00:00:00","2026-04-16 11:56:36"
5465,63,"2024-01-18 00:00:00",101.42,0.00,"2024-01-18 00:00:00","2026-04-16 11:56:36"
5466,300,"2026-04-01 00:00:00",106.14,0.00,"2026-04-01 00:00:00","2026-04-16 11:56:36"
5467,108,"2026-04-12 00:00:00",15.46,25.00,"2026-04-12 00:00:00","2026-04-16 11:56:36"
5468,184,"2026-04-04 00:00:00",239.33,0.00,"2026-04-04 00:00:00","2026-04-16 11:56:36"
5469,38,"2023-04-27 00:00:00",118.05,0.00,"2023-04-27 00:00:00","2026-04-16 11:56:36"
5470,261,"2025-12-10 00:00:00",51.58,5.00,"2025-12-10 00:00:00","2026-04-16 11:56:36"
5471,163,"2026-01-25 00:00:00",85.92,0.00,"2026-01-25 00:00:00","2026-04-16 11:56:36"
5472,244,"2025-05-17 00:00:00",59.01,5.00,"2025-05-17 00:00:00","2026-04-16 11:56:36"
5473,192,"2024-05-13 00:00:00",235.94,0.00,"2024-05-13 00:00:00","2026-04-16 11:56:36"
5474,40,"2025-03-20 00:00:00",218.36,0.00,"2025-03-20 00:00:00","2026-04-16 11:56:36"
5475,203,"2022-12-13 00:00:00",72.68,5.00,"2022-12-13 00:00:00","2026-04-16 11:56:36"
5476,89,"2025-08-07 00:00:00",106.97,0.00,"2025-08-07 00:00:00","2026-04-16 11:56:36"
5477,293,"2025-07-03 00:00:00",313.57,0.00,"2025-07-03 00:00:00","2026-04-16 11:56:36"
5478,145,"2024-11-07 00:00:00",252.73,0.00,"2024-11-07 00:00:00","2026-04-16 11:56:36"
5479,36,"2025-11-08 00:00:00",146.43,0.00,"2025-11-08 00:00:00","2026-04-16 11:56:36"
5480,290,"2021-04-17 00:00:00",160.74,0.00,"2021-04-17 00:00:00","2026-04-16 11:56:36"
5481,208,"2025-12-14 00:00:00",158.26,0.00,"2025-12-14 00:00:00","2026-04-16 11:56:36"
5482,38,"2023-11-01 00:00:00",245.32,0.00,"2023-11-01 00:00:00","2026-04-16 11:56:36"
5483,67,"2024-01-15 00:00:00",110.57,0.00,"2024-01-15 00:00:00","2026-04-16 11:56:36"
5484,171,"2023-02-04 00:00:00",65.44,5.00,"2023-02-04 00:00:00","2026-04-16 11:56:36"
5485,283,"2022-02-01 00:00:00",29.80,10.00,"2022-02-01 00:00:00","2026-04-16 11:56:36"
5486,7,"2025-12-19 00:00:00",253.03,0.00,"2025-12-19 00:00:00","2026-04-16 11:56:36"
5487,156,"2025-06-09 00:00:00",4.74,25.00,"2025-06-09 00:00:00","2026-04-16 11:56:36"
5488,125,"2024-08-02 00:00:00",65.95,5.00,"2024-08-02 00:00:00","2026-04-16 11:56:36"
5489,95,"2026-01-24 00:00:00",100.75,0.00,"2026-01-24 00:00:00","2026-04-16 11:56:36"
5490,87,"2026-01-23 00:00:00",83.73,0.00,"2026-01-23 00:00:00","2026-04-16 11:56:36"
5491,122,"2026-03-19 00:00:00",163.92,0.00,"2026-03-19 00:00:00","2026-04-16 11:56:36"
5492,89,"2024-02-22 00:00:00",172.75,0.00,"2024-02-22 00:00:00","2026-04-16 11:56:36"
5493,229,"2026-04-13 00:00:00",142.00,0.00,"2026-04-13 00:00:00","2026-04-16 11:56:36"
5494,6,"2023-10-27 00:00:00",189.02,0.00,"2023-10-27 00:00:00","2026-04-16 11:56:36"
5495,30,"2024-08-08 00:00:00",75.46,0.00,"2024-08-08 00:00:00","2026-04-16 11:56:36"
5496,146,"2023-07-08 00:00:00",28.55,10.00,"2023-07-08 00:00:00","2026-04-16 11:56:36"
5497,47,"2023-09-15 00:00:00",176.33,0.00,"2023-09-15 00:00:00","2026-04-16 11:56:36"
5498,191,"2026-01-23 00:00:00",169.88,0.00,"2026-01-23 00:00:00","2026-04-16 11:56:36"
5499,13,"2025-03-24 00:00:00",69.11,5.00,"2025-03-24 00:00:00","2026-04-16 11:56:36"
5500,127,"2025-10-07 00:00:00",45.77,10.00,"2025-10-07 00:00:00","2026-04-16 11:56:36"
5501,140,"2026-04-12 00:00:00",181.82,0.00,"2026-04-12 00:00:00","2026-04-16 11:56:36"
5502,104,"2022-01-07 00:00:00",19.00,25.00,"2022-01-07 00:00:00","2026-04-16 11:56:36"
