order_id,order_item_id,product_key,customer_key,order_date_key,ship_date_key,delivered_date_key,canceled_date_key,order_datetime,order_delivery_fee,ship_datetime,delivered_datetime,canceled_datetime,quantity,unit_price,line_total,item_status
9186,40976,194,289,20230724,20230727,20230729,NULL,"2023-07-24 11:10:21",0.00,"2023-07-27 16:06:00","2023-07-29 09:53:00",NULL,4,3.77,15.08,DELIVERED
9188,40986,4315,4,20240803,20240805,20240809,NULL,"2024-08-03 09:27:04",0.00,"2024-08-05 08:33:00","2024-08-09 16:02:00",NULL,5,4.99,24.95,DELIVERED
9188,40987,2168,4,20240803,20240806,20240807,NULL,"2024-08-03 09:27:04",0.00,"2024-08-06 17:45:00","2024-08-07 15:50:02",NULL,1,7.57,7.57,DELIVERED
9188,40990,4388,4,20240803,20240804,20240808,NULL,"2024-08-03 09:27:04",0.00,"2024-08-04 17:12:00","2024-08-08 11:49:00",NULL,4,11.92,47.68,DELIVERED
9188,40991,3298,4,20240803,NULL,NULL,20240803,"2024-08-03 09:27:04",0.00,NULL,NULL,"2024-08-03 00:00:00",2,13.00,26.00,CANCELED
9189,40994,1449,253,20240726,20240729,20240801,NULL,"2024-07-26 08:44:43",0.00,"2024-07-29 09:00:00","2024-08-01 15:14:00",NULL,5,27.30,136.50,DELIVERED
9189,40996,1005,253,20240726,20240728,20240731,NULL,"2024-07-26 08:44:43",0.00,"2024-07-28 09:07:00","2024-07-31 09:59:00",NULL,5,5.63,28.15,DELIVERED
9190,40997,3656,76,20241104,20241107,20241110,NULL,"2024-11-04 16:05:33",0.00,"2024-11-07 11:56:00","2024-11-10 16:00:00",NULL,5,7.61,38.05,DELIVERED
9191,41000,4321,64,20250725,20250728,20250731,NULL,"2025-07-25 17:30:10",0.00,"2025-07-28 11:03:00","2025-07-31 12:27:00",NULL,3,3.46,10.38,DELIVERED
9191,41001,715,64,20250725,20250727,20250731,NULL,"2025-07-25 17:30:10",0.00,"2025-07-27 11:17:00","2025-07-31 13:24:00",NULL,1,14.43,14.43,DELIVERED
9193,41007,4416,31,20230322,20230324,20230329,NULL,"2023-03-22 17:32:29",10.00,"2023-03-24 08:18:00","2023-03-29 11:12:00",NULL,3,6.30,18.90,DELIVERED
9193,41009,155,31,20230322,20230323,20230328,NULL,"2023-03-22 17:32:29",10.00,"2023-03-23 11:24:00","2023-03-28 17:07:00",NULL,2,3.66,7.32,DELIVERED
9194,41010,1686,109,20220526,20220527,20220528,NULL,"2022-05-26 08:29:09",25.00,"2022-05-27 11:37:00","2022-05-28 10:46:00",NULL,1,6.55,6.55,DELIVERED
9194,41011,2445,109,20220526,20220527,20220601,NULL,"2022-05-26 08:29:09",25.00,"2022-05-27 12:02:00","2022-06-01 17:56:00",NULL,1,9.19,9.19,DELIVERED
9195,41014,3191,14,20241002,20241003,20241008,NULL,"2024-10-02 10:07:35",0.00,"2024-10-03 16:41:00","2024-10-08 18:39:00",NULL,5,33.63,168.15,DELIVERED
9195,41015,104,14,20241002,20241005,20241006,NULL,"2024-10-02 10:07:35",0.00,"2024-10-05 12:24:00","2024-10-06 12:41:22",NULL,1,11.67,11.67,DELIVERED
9195,41017,4348,14,20241002,20241004,20241008,NULL,"2024-10-02 10:07:35",0.00,"2024-10-04 16:45:00","2024-10-08 11:07:00",NULL,4,15.46,61.84,DELIVERED
9195,41018,1340,14,20241002,20241004,20241006,NULL,"2024-10-02 10:07:35",0.00,"2024-10-04 15:26:00","2024-10-06 18:15:00",NULL,4,11.33,45.32,DELIVERED
9206,41069,1255,169,20240617,20240620,20240625,NULL,"2024-06-17 18:10:30",0.00,"2024-06-20 16:46:00","2024-06-25 12:37:00",NULL,4,8.46,33.84,DELIVERED
9206,41071,3683,169,20240617,20240618,20240622,NULL,"2024-06-17 18:10:30",0.00,"2024-06-18 17:56:00","2024-06-22 16:59:00",NULL,3,11.55,34.65,DELIVERED
9206,41072,2608,169,20240617,NULL,NULL,20240619,"2024-06-17 18:10:30",0.00,NULL,NULL,"2024-06-19 00:00:00",4,5.74,22.96,CANCELED
9209,41077,2837,244,20250829,20250830,20250902,NULL,"2025-08-29 07:01:14",0.00,"2025-08-30 17:56:00","2025-09-02 17:14:00",NULL,1,12.25,12.25,DELIVERED
9209,41080,1858,244,20250829,20250901,20250903,NULL,"2025-08-29 07:01:14",0.00,"2025-09-01 09:13:00","2025-09-03 14:10:00",NULL,2,8.87,17.74,DELIVERED
9212,41092,863,244,20260212,NULL,NULL,20260213,"2026-02-12 09:56:38",0.00,NULL,NULL,"2026-02-13 00:00:00",5,27.93,139.65,CANCELED
9212,41093,1236,244,20260212,20260215,20260216,NULL,"2026-02-12 09:56:38",0.00,"2026-02-15 10:28:00","2026-02-16 14:32:16",NULL,2,10.55,21.10,DELIVERED
9212,41096,4090,244,20260212,20260215,20260218,NULL,"2026-02-12 09:56:38",0.00,"2026-02-15 15:19:00","2026-02-18 13:06:00",NULL,5,1.66,8.30,DELIVERED
9212,41097,746,244,20260212,20260213,20260216,NULL,"2026-02-12 09:56:38",0.00,"2026-02-13 10:09:00","2026-02-16 14:32:16",NULL,3,4.33,12.99,DELIVERED
9215,41102,2688,293,20250110,20250113,20250114,NULL,"2025-01-10 04:04:33",0.00,"2025-01-13 08:01:00","2025-01-14 13:37:08",NULL,2,10.22,20.44,DELIVERED
9215,41103,1107,293,20250110,20250112,20250113,NULL,"2025-01-10 04:04:33",0.00,"2025-01-12 08:13:00","2025-01-13 18:09:00",NULL,4,6.52,26.08,DELIVERED
9215,41105,2587,293,20250110,20250113,20250114,NULL,"2025-01-10 04:04:33",0.00,"2025-01-13 09:41:00","2025-01-14 09:21:00",NULL,4,19.12,76.48,DELIVERED
9215,41106,3632,293,20250110,20250112,20250114,NULL,"2025-01-10 04:04:33",0.00,"2025-01-12 13:35:00","2025-01-14 13:37:08",NULL,4,3.16,12.64,DELIVERED
9216,41109,2484,275,20210929,20211002,20211003,NULL,"2021-09-29 07:27:54",5.00,"2021-10-02 09:21:00","2021-10-03 10:53:32",NULL,5,2.41,12.05,DELIVERED
9216,41113,4291,275,20210929,20211001,20211006,NULL,"2021-09-29 07:27:54",5.00,"2021-10-01 09:12:00","2021-10-06 13:51:00",NULL,5,4.95,24.75,DELIVERED
9217,41114,3165,115,20240617,20240618,20240619,NULL,"2024-06-17 11:22:17",0.00,"2024-06-18 17:47:00","2024-06-19 09:00:43",NULL,5,1.76,8.80,DELIVERED
9217,41118,2716,115,20240617,20240620,20240622,NULL,"2024-06-17 11:22:17",0.00,"2024-06-20 09:17:00","2024-06-22 18:53:00",NULL,4,7.06,28.24,DELIVERED
9217,41119,448,115,20240617,20240620,20240624,NULL,"2024-06-17 11:22:17",0.00,"2024-06-20 13:15:00","2024-06-24 14:55:00",NULL,5,14.84,74.20,DELIVERED
9218,41122,4979,69,20260401,20260403,20260404,NULL,"2026-04-01 19:49:08",0.00,"2026-04-03 15:15:00","2026-04-04 13:22:58",NULL,4,20.07,80.28,DELIVERED
9218,41123,5156,69,20260401,20260403,20260404,NULL,"2026-04-01 19:49:08",0.00,"2026-04-03 17:56:00","2026-04-04 13:22:58",NULL,3,13.76,41.28,DELIVERED
9218,41125,1742,69,20260401,20260404,20260405,NULL,"2026-04-01 19:49:08",0.00,"2026-04-04 11:56:00","2026-04-05 15:36:00",NULL,1,2.47,2.47,DELIVERED
9218,41126,2179,69,20260401,20260404,20260408,NULL,"2026-04-01 19:49:08",0.00,"2026-04-04 17:00:00","2026-04-08 10:36:00",NULL,2,11.19,22.38,DELIVERED
9220,41129,5103,234,20231121,20231122,20231124,NULL,"2023-11-21 13:08:45",0.00,"2023-11-22 15:09:00","2023-11-24 10:52:41",NULL,1,3.95,3.95,DELIVERED
9220,41130,1609,234,20231121,20231122,20231126,NULL,"2023-11-21 13:08:45",0.00,"2023-11-22 14:43:00","2023-11-26 16:31:00",NULL,2,5.47,10.94,DELIVERED
9220,41131,5112,234,20231121,20231122,20231124,NULL,"2023-11-21 13:08:45",0.00,"2023-11-22 12:29:00","2023-11-24 10:31:00",NULL,4,6.54,26.16,DELIVERED
9224,41147,1261,280,20250409,20250410,20250413,NULL,"2025-04-09 16:02:18",0.00,"2025-04-10 15:33:00","2025-04-13 13:35:00",NULL,4,2.01,8.04,DELIVERED
9224,41148,4122,280,20250409,20250412,20250414,NULL,"2025-04-09 16:02:18",0.00,"2025-04-12 13:07:00","2025-04-14 17:05:00",NULL,1,7.45,7.45,DELIVERED
9224,41152,3296,280,20250409,20250411,20250412,NULL,"2025-04-09 16:02:18",0.00,"2025-04-11 11:47:00","2025-04-12 09:51:00",NULL,3,13.75,41.25,DELIVERED
9226,41162,974,175,20240415,20240418,20240423,NULL,"2024-04-15 11:39:46",25.00,"2024-04-18 15:16:00","2024-04-23 09:10:00",NULL,1,2.09,2.09,DELIVERED
9229,41177,2719,199,20231025,20231028,20231031,NULL,"2023-10-25 08:25:34",0.00,"2023-10-28 12:42:00","2023-10-31 11:07:00",NULL,5,14.81,74.05,DELIVERED
9229,41178,5006,199,20231025,20231027,20231031,NULL,"2023-10-25 08:25:34",0.00,"2023-10-27 16:55:00","2023-10-31 09:19:00",NULL,5,9.71,48.55,DELIVERED
9229,41181,2020,199,20231025,20231026,20231031,NULL,"2023-10-25 08:25:34",0.00,"2023-10-26 17:48:00","2023-10-31 10:10:00",NULL,5,6.39,31.95,DELIVERED
9236,41207,3291,170,20250816,20250819,20250820,NULL,"2025-08-16 10:50:03",0.00,"2025-08-19 12:46:00","2025-08-20 15:59:00",NULL,1,8.99,8.99,DELIVERED
9236,41208,5118,170,20250816,20250819,20250822,NULL,"2025-08-16 10:50:03",0.00,"2025-08-19 17:58:00","2025-08-22 17:23:00",NULL,2,22.78,45.56,DELIVERED
9240,41223,2540,234,20250207,20250209,20250212,NULL,"2025-02-07 13:27:15",25.00,"2025-02-09 11:06:00","2025-02-12 12:26:00",NULL,1,2.01,2.01,DELIVERED
9240,41224,4571,234,20250207,20250209,20250210,NULL,"2025-02-07 13:27:15",25.00,"2025-02-09 09:35:00","2025-02-10 14:31:51",NULL,5,2.29,11.45,DELIVERED
9241,41226,3016,92,20260329,20260401,20260406,NULL,"2026-03-29 07:35:21",0.00,"2026-04-01 16:43:00","2026-04-06 09:02:00",NULL,4,16.12,64.48,DELIVERED
9247,41253,5077,211,20250412,20250415,20250418,NULL,"2025-04-12 17:43:19",5.00,"2025-04-15 13:45:00","2025-04-18 09:51:00",NULL,4,5.37,21.48,DELIVERED
9247,41254,395,211,20250412,NULL,NULL,20250414,"2025-04-12 17:43:19",5.00,NULL,NULL,"2025-04-14 00:00:00",5,9.22,46.10,CANCELED
9247,41256,4649,211,20250412,20250415,20250420,NULL,"2025-04-12 17:43:19",5.00,"2025-04-15 10:28:00","2025-04-20 16:16:00",NULL,5,5.54,27.70,DELIVERED
9249,41268,4612,221,20250905,20250907,20250910,NULL,"2025-09-05 13:51:17",0.00,"2025-09-07 16:44:00","2025-09-10 10:19:00",NULL,5,31.50,157.50,DELIVERED
9255,41288,2432,10,20240311,20240312,20240317,NULL,"2024-03-11 11:44:16",0.00,"2024-03-12 10:00:00","2024-03-17 12:44:00",NULL,3,9.85,29.55,DELIVERED
9258,41294,733,99,20240921,NULL,NULL,20240921,"2024-09-21 15:03:47",0.00,NULL,NULL,"2024-09-21 00:00:00",2,9.44,18.88,CANCELED
9258,41295,80,99,20240921,20240924,20240929,NULL,"2024-09-21 15:03:47",0.00,"2024-09-24 15:56:00","2024-09-29 12:45:00",NULL,2,4.00,8.00,DELIVERED
9258,41296,2751,99,20240921,20240923,20240924,NULL,"2024-09-21 15:03:47",0.00,"2024-09-23 16:02:00","2024-09-24 15:02:00",NULL,2,18.81,37.62,DELIVERED
9258,41297,4960,99,20240921,20240924,20240928,NULL,"2024-09-21 15:03:47",0.00,"2024-09-24 11:30:00","2024-09-28 14:14:00",NULL,3,8.79,26.37,DELIVERED
9258,41298,3553,99,20240921,20240924,20240926,NULL,"2024-09-21 15:03:47",0.00,"2024-09-24 13:09:00","2024-09-26 09:40:00",NULL,4,2.57,10.28,DELIVERED
9258,41300,5253,99,20240921,20240924,20240928,NULL,"2024-09-21 15:03:47",0.00,"2024-09-24 15:53:00","2024-09-28 12:03:00",NULL,5,1.72,8.60,DELIVERED
9264,41324,2865,240,20260201,20260204,20260205,NULL,"2026-02-01 01:42:45",0.00,"2026-02-04 17:38:00","2026-02-05 12:00:00",NULL,4,12.96,51.84,DELIVERED
9264,41325,4249,240,20260201,20260202,20260203,NULL,"2026-02-01 01:42:45",0.00,"2026-02-02 16:23:00","2026-02-03 12:22:00",NULL,4,7.54,30.16,DELIVERED
9264,41326,1673,240,20260201,20260202,20260206,NULL,"2026-02-01 01:42:45",0.00,"2026-02-02 17:31:00","2026-02-06 17:31:00",NULL,1,13.42,13.42,DELIVERED
9264,41327,2833,240,20260201,20260204,20260209,NULL,"2026-02-01 01:42:45",0.00,"2026-02-04 09:12:00","2026-02-09 15:25:00",NULL,3,13.98,41.94,DELIVERED
9265,41328,2180,209,20240130,20240201,20240206,NULL,"2024-01-30 07:54:55",0.00,"2024-02-01 10:29:00","2024-02-06 17:33:00",NULL,1,2.98,2.98,DELIVERED
9265,41330,1400,209,20240130,20240202,20240203,NULL,"2024-01-30 07:54:55",0.00,"2024-02-02 17:34:00","2024-02-03 14:26:52",NULL,2,12.34,24.68,DELIVERED
9265,41332,5180,209,20240130,20240201,20240205,NULL,"2024-01-30 07:54:55",0.00,"2024-02-01 11:05:00","2024-02-05 14:26:00",NULL,3,11.46,34.38,DELIVERED
9270,41356,4022,156,20250810,20250811,20250812,NULL,"2025-08-10 09:32:49",0.00,"2025-08-11 16:57:00","2025-08-12 11:20:00",NULL,2,8.70,17.40,DELIVERED
9270,41357,4794,156,20250810,20250811,20250814,NULL,"2025-08-10 09:32:49",0.00,"2025-08-11 17:47:00","2025-08-14 09:06:00",NULL,2,13.23,26.46,DELIVERED
9270,41358,3297,156,20250810,20250811,20250812,NULL,"2025-08-10 09:32:49",0.00,"2025-08-11 10:44:00","2025-08-12 17:03:34",NULL,5,7.08,35.40,DELIVERED
9270,41359,3433,156,20250810,20250812,20250813,NULL,"2025-08-10 09:32:49",0.00,"2025-08-12 09:17:00","2025-08-13 10:53:00",NULL,3,22.11,66.33,DELIVERED
9270,41360,4543,156,20250810,20250812,20250814,NULL,"2025-08-10 09:32:49",0.00,"2025-08-12 08:23:00","2025-08-14 18:20:00",NULL,3,2.63,7.89,DELIVERED
9274,41373,1380,113,20251120,20251122,20251125,NULL,"2025-11-20 15:41:45",0.00,"2025-11-22 09:26:00","2025-11-25 18:22:00",NULL,5,27.66,138.30,DELIVERED
9274,41374,1836,113,20251120,20251123,20251127,NULL,"2025-11-20 15:41:45",0.00,"2025-11-23 08:59:00","2025-11-27 17:22:00",NULL,4,24.98,99.92,DELIVERED
9275,41376,1326,202,20250305,20250308,20250311,NULL,"2025-03-05 08:55:19",0.00,"2025-03-08 17:12:00","2025-03-11 09:48:00",NULL,4,5.09,20.36,DELIVERED
9275,41378,5168,202,20250305,20250307,20250309,NULL,"2025-03-05 08:55:19",0.00,"2025-03-07 15:21:00","2025-03-09 13:22:00",NULL,5,12.34,61.70,DELIVERED
9276,41379,3716,86,20260411,20260412,20260415,NULL,"2026-04-11 08:11:13",0.00,"2026-04-12 10:10:00","2026-04-15 10:00:00",NULL,3,31.72,95.16,DELIVERED
9276,41380,260,86,20260411,20260413,20260414,NULL,"2026-04-11 08:11:13",0.00,"2026-04-13 14:26:00","2026-04-14 18:50:18",NULL,1,2.10,2.10,DELIVERED
9277,41383,2340,29,20250503,20250505,20250508,NULL,"2025-05-03 10:42:18",0.00,"2025-05-05 08:27:00","2025-05-08 13:23:44",NULL,1,2.38,2.38,DELIVERED
9277,41384,2094,29,20250503,20250505,20250506,NULL,"2025-05-03 10:42:18",0.00,"2025-05-05 09:33:00","2025-05-06 11:26:00",NULL,4,15.42,61.68,DELIVERED
9278,41385,3323,222,20230709,20230711,20230713,NULL,"2023-07-09 13:17:30",5.00,"2023-07-11 08:49:00","2023-07-13 17:53:00",NULL,3,7.35,22.05,DELIVERED
9278,41386,3635,222,20230709,NULL,NULL,20230710,"2023-07-09 13:17:30",5.00,NULL,NULL,"2023-07-10 00:00:00",4,9.72,38.88,CANCELED
9278,41387,2525,222,20230709,20230711,20230715,NULL,"2023-07-09 13:17:30",5.00,"2023-07-11 16:33:00","2023-07-15 11:41:00",NULL,1,4.29,4.29,DELIVERED
9280,41393,2387,159,20231204,20231207,20231208,NULL,"2023-12-04 12:41:49",0.00,"2023-12-07 09:30:00","2023-12-08 09:43:00",NULL,2,5.30,10.60,DELIVERED
9280,41394,441,159,20231204,20231206,20231208,NULL,"2023-12-04 12:41:49",0.00,"2023-12-06 12:10:00","2023-12-08 14:58:00",NULL,1,5.71,5.71,DELIVERED
9280,41396,3257,159,20231204,20231207,20231210,NULL,"2023-12-04 12:41:49",0.00,"2023-12-07 11:57:00","2023-12-10 15:21:00",NULL,3,1.89,5.67,DELIVERED
9282,41399,1857,273,20210528,20210529,20210601,NULL,"2021-05-28 14:12:47",0.00,"2021-05-29 11:39:00","2021-06-01 09:31:00",NULL,2,19.20,38.40,DELIVERED
9282,41400,3594,273,20210528,20210531,20210602,NULL,"2021-05-28 14:12:47",0.00,"2021-05-31 11:59:00","2021-06-02 09:09:00",NULL,5,11.41,57.05,DELIVERED
9283,41402,131,246,20220324,20220326,20220328,NULL,"2022-03-24 13:51:06",0.00,"2022-03-26 09:17:00","2022-03-28 09:26:00",NULL,4,6.85,27.40,DELIVERED
9285,41408,2789,36,20230721,20230723,20230727,NULL,"2023-07-21 16:12:15",0.00,"2023-07-23 16:47:00","2023-07-27 11:05:00",NULL,3,13.15,39.45,DELIVERED
9288,41417,2360,233,20250324,20250326,20250329,NULL,"2025-03-24 07:21:15",0.00,"2025-03-26 08:06:00","2025-03-29 11:49:00",NULL,2,8.21,16.42,DELIVERED
9288,41419,2538,233,20250324,20250327,20250329,NULL,"2025-03-24 07:21:15",0.00,"2025-03-27 08:41:00","2025-03-29 11:25:00",NULL,5,4.92,24.60,DELIVERED
9288,41420,3863,233,20250324,20250325,20250328,NULL,"2025-03-24 07:21:15",0.00,"2025-03-25 10:44:00","2025-03-28 10:28:00",NULL,5,14.04,70.20,DELIVERED
9289,41423,4547,294,20231211,20231213,20231216,NULL,"2023-12-11 14:23:40",0.00,"2023-12-13 17:56:00","2023-12-16 18:49:00",NULL,5,6.79,33.95,DELIVERED
9289,41424,3728,294,20231211,20231213,20231216,NULL,"2023-12-11 14:23:40",0.00,"2023-12-13 11:03:00","2023-12-16 13:51:00",NULL,3,6.17,18.51,DELIVERED
9290,41427,4444,215,20220904,20220905,20220909,NULL,"2022-09-04 10:40:12",0.00,"2022-09-05 13:58:00","2022-09-09 11:25:00",NULL,1,12.31,12.31,DELIVERED
9290,41428,2276,215,20220904,20220906,20220909,NULL,"2022-09-04 10:40:12",0.00,"2022-09-06 10:13:00","2022-09-09 11:30:00",NULL,3,9.21,27.63,DELIVERED
9291,41432,1741,167,20240421,20240424,20240425,NULL,"2024-04-21 08:02:25",0.00,"2024-04-24 13:16:00","2024-04-25 14:08:00",NULL,5,20.21,101.05,DELIVERED
9291,41434,1941,167,20240421,20240422,20240423,NULL,"2024-04-21 08:02:25",0.00,"2024-04-22 17:12:00","2024-04-23 11:44:00",NULL,4,3.17,12.68,DELIVERED
9291,41435,1689,167,20240421,NULL,NULL,20240422,"2024-04-21 08:02:25",0.00,NULL,NULL,"2024-04-22 00:00:00",2,3.03,6.06,CANCELED
9294,41449,2843,240,20241103,NULL,NULL,20241105,"2024-11-03 16:21:55",0.00,NULL,NULL,"2024-11-05 00:00:00",1,11.00,11.00,CANCELED
9294,41450,3990,240,20241103,20241106,20241109,NULL,"2024-11-03 16:21:55",0.00,"2024-11-06 10:05:00","2024-11-09 15:57:00",NULL,1,7.08,7.08,DELIVERED
9294,41452,480,240,20241103,20241106,20241107,NULL,"2024-11-03 16:21:55",0.00,"2024-11-06 10:34:00","2024-11-07 10:53:00",NULL,4,1.61,6.44,DELIVERED
9294,41453,4075,240,20241103,20241104,20241105,NULL,"2024-11-03 16:21:55",0.00,"2024-11-04 08:43:00","2024-11-05 17:10:00",NULL,2,22.01,44.02,DELIVERED
9294,41455,475,240,20241103,NULL,NULL,20241105,"2024-11-03 16:21:55",0.00,NULL,NULL,"2024-11-05 00:00:00",5,12.34,61.70,CANCELED
9295,41456,4415,187,20220902,20220903,20220908,NULL,"2022-09-02 10:30:27",10.00,"2022-09-03 14:36:00","2022-09-08 10:53:00",NULL,2,9.54,19.08,DELIVERED
9295,41457,819,187,20220902,20220903,20220904,NULL,"2022-09-02 10:30:27",10.00,"2022-09-03 17:17:00","2022-09-04 13:34:00",NULL,2,6.65,13.30,DELIVERED
9296,41459,4073,56,20240311,20240312,20240315,NULL,"2024-03-11 09:37:47",0.00,"2024-03-12 08:04:00","2024-03-15 11:51:00",NULL,2,15.52,31.04,DELIVERED
9296,41461,716,56,20240311,20240313,20240318,NULL,"2024-03-11 09:37:47",0.00,"2024-03-13 09:25:00","2024-03-18 16:36:00",NULL,4,18.39,73.56,DELIVERED
9296,41462,4218,56,20240311,20240314,20240315,NULL,"2024-03-11 09:37:47",0.00,"2024-03-14 15:50:00","2024-03-15 18:07:55",NULL,3,28.08,84.24,DELIVERED
9298,41468,3768,2,20240831,20240903,20240904,NULL,"2024-08-31 09:32:37",0.00,"2024-09-03 13:40:00","2024-09-04 16:36:00",NULL,4,8.71,34.84,DELIVERED
9298,41469,3357,2,20240831,20240903,20240906,NULL,"2024-08-31 09:32:37",0.00,"2024-09-03 16:34:00","2024-09-06 11:27:00",NULL,2,20.21,40.42,DELIVERED
9298,41470,3476,2,20240831,20240901,20240905,NULL,"2024-08-31 09:32:37",0.00,"2024-09-01 13:23:00","2024-09-05 12:29:00",NULL,2,26.86,53.72,DELIVERED
9300,41474,2048,182,20240722,NULL,NULL,20240722,"2024-07-22 05:55:21",10.00,NULL,NULL,"2024-07-22 00:00:00",5,16.15,80.75,CANCELED
9301,41479,4771,93,20250724,NULL,NULL,20250725,"2025-07-24 11:24:44",0.00,NULL,NULL,"2025-07-25 00:00:00",4,11.27,45.08,CANCELED
9301,41481,273,93,20250724,20250727,20250801,NULL,"2025-07-24 11:24:44",0.00,"2025-07-27 08:59:00","2025-08-01 16:55:00",NULL,5,5.66,28.30,DELIVERED
9305,41490,1864,157,20220123,20220124,20220126,NULL,"2022-01-23 12:33:09",5.00,"2022-01-24 10:28:00","2022-01-26 15:47:00",NULL,2,8.53,17.06,DELIVERED
9309,41508,3392,283,20210925,NULL,NULL,20210926,"2021-09-25 07:24:15",0.00,NULL,NULL,"2021-09-26 00:00:00",1,8.08,8.08,CANCELED
9309,41509,2948,283,20210925,20210927,20210930,NULL,"2021-09-25 07:24:15",0.00,"2021-09-27 11:00:00","2021-09-30 17:22:00",NULL,1,15.55,15.55,DELIVERED
9309,41510,4487,283,20210925,20210926,20210930,NULL,"2021-09-25 07:24:15",0.00,"2021-09-26 10:04:00","2021-09-30 15:06:00",NULL,2,3.94,7.88,DELIVERED
9310,41516,3990,118,20230423,20230424,20230425,NULL,"2023-04-23 17:16:15",0.00,"2023-04-24 12:24:00","2023-04-25 16:39:25",NULL,4,6.89,27.56,DELIVERED
9313,41527,2207,104,20230504,20230506,20230509,NULL,"2023-05-04 16:00:09",10.00,"2023-05-06 16:20:00","2023-05-09 11:19:00",NULL,2,9.13,18.26,DELIVERED
9313,41528,1904,104,20230504,NULL,NULL,20230504,"2023-05-04 16:00:09",10.00,NULL,NULL,"2023-05-04 00:00:00",5,6.45,32.25,CANCELED
9314,41530,201,243,20250630,20250703,20250707,NULL,"2025-06-30 09:11:01",10.00,"2025-07-03 17:51:00","2025-07-07 14:05:00",NULL,2,2.90,5.80,DELIVERED
9317,41543,3731,192,20230108,NULL,NULL,20230108,"2023-01-08 09:15:35",0.00,NULL,NULL,"2023-01-08 00:00:00",3,15.40,46.20,CANCELED
9317,41545,3386,192,20230108,20230111,20230113,NULL,"2023-01-08 09:15:35",0.00,"2023-01-11 12:51:00","2023-01-13 12:06:09",NULL,2,8.53,17.06,DELIVERED
9321,41568,3814,296,20250909,20250911,20250914,NULL,"2025-09-09 11:22:28",0.00,"2025-09-11 09:23:00","2025-09-14 14:34:00",NULL,2,8.35,16.70,DELIVERED
9321,41571,3299,296,20250909,20250912,20250916,NULL,"2025-09-09 11:22:28",0.00,"2025-09-12 15:42:00","2025-09-16 12:33:00",NULL,4,6.03,24.12,DELIVERED
9323,41577,2291,247,20221218,20221220,20221221,NULL,"2022-12-18 16:11:55",0.00,"2022-12-20 09:16:00","2022-12-21 16:00:22",NULL,1,4.71,4.71,DELIVERED
9323,41578,856,247,20221218,20221219,20221220,NULL,"2022-12-18 16:11:55",0.00,"2022-12-19 17:06:00","2022-12-20 14:33:00",NULL,1,7.08,7.08,DELIVERED
9323,41582,997,247,20221218,20221219,20221222,NULL,"2022-12-18 16:11:55",0.00,"2022-12-19 08:32:00","2022-12-22 15:49:00",NULL,3,8.29,24.87,DELIVERED
9325,41593,206,210,20240918,20240920,20240921,NULL,"2024-09-18 16:49:12",0.00,"2024-09-20 14:45:00","2024-09-21 18:20:00",NULL,5,8.78,43.90,DELIVERED
9330,41613,1301,188,20260214,20260217,20260219,NULL,"2026-02-14 15:19:58",0.00,"2026-02-17 12:08:00","2026-02-19 12:20:00",NULL,4,17.74,70.96,DELIVERED
9337,41655,2251,176,20250524,20250525,20250530,NULL,"2025-05-24 17:30:19",0.00,"2025-05-25 08:46:00","2025-05-30 16:12:00",NULL,3,31.11,93.33,DELIVERED
9337,41656,4378,176,20250524,20250525,20250529,NULL,"2025-05-24 17:30:19",0.00,"2025-05-25 16:51:00","2025-05-29 14:21:00",NULL,4,5.83,23.32,DELIVERED
9337,41659,1505,176,20250524,NULL,NULL,20250526,"2025-05-24 17:30:19",0.00,NULL,NULL,"2025-05-26 00:00:00",3,5.29,15.87,CANCELED
9337,41660,274,176,20250524,NULL,NULL,20250526,"2025-05-24 17:30:19",0.00,NULL,NULL,"2025-05-26 00:00:00",3,10.64,31.92,CANCELED
9341,41668,259,283,20210217,20210219,20210220,NULL,"2021-02-17 07:45:35",0.00,"2021-02-19 16:27:00","2021-02-20 15:58:00",NULL,2,16.31,32.62,DELIVERED
9341,41669,10,283,20210217,20210220,20210223,NULL,"2021-02-17 07:45:35",0.00,"2021-02-20 17:34:00","2021-02-23 10:09:00",NULL,4,17.58,70.32,DELIVERED
9341,41671,4091,283,20210217,20210218,20210220,NULL,"2021-02-17 07:45:35",0.00,"2021-02-18 16:10:00","2021-02-20 15:27:00",NULL,1,8.48,8.48,DELIVERED
9341,41672,1518,283,20210217,20210220,20210223,NULL,"2021-02-17 07:45:35",0.00,"2021-02-20 11:00:00","2021-02-23 10:43:00",NULL,3,2.20,6.60,DELIVERED
9341,41673,4649,283,20210217,20210219,20210220,NULL,"2021-02-17 07:45:35",0.00,"2021-02-19 09:29:00","2021-02-20 15:27:00",NULL,3,6.29,18.87,DELIVERED
9341,41674,2838,283,20210217,20210220,20210223,NULL,"2021-02-17 07:45:35",0.00,"2021-02-20 08:48:00","2021-02-23 17:57:00",NULL,1,6.41,6.41,DELIVERED
9341,41675,4542,283,20210217,20210219,20210220,NULL,"2021-02-17 07:45:35",0.00,"2021-02-19 09:53:00","2021-02-20 18:19:00",NULL,2,4.31,8.62,DELIVERED
9344,41679,1764,177,20251017,20251020,20251021,NULL,"2025-10-17 09:15:30",0.00,"2025-10-20 08:17:00","2025-10-21 12:42:00",NULL,1,10.18,10.18,DELIVERED
