product_key,product_id,product_sku,product_name,product_type,brand_name,subcategory_id,category,subcategory,unit_size,price,stock_quantity,is_active,date_created,date_inactive
6322,9145,OBXQYLJWZAZ1,"EverBloom Foods Dinner Rolls","Dinner Rolls","EverBloom Foods",2,"Food and Beverages","Baked Goods","6 ct",8.27,222,1,2023-07-15,NULL
6323,7748,VXT96A1SKF4W,"Crescent Grove Maple Syrup","Maple Syrup","Crescent Grove",6,"Food and Beverages","Breakfast and Cereal","12 oz",9.17,194,1,2023-07-15,NULL
6324,2155,2TJ7S6EI0F37,"PureFeather Naturals Bird Toys","Bird Toys","PureFeather Naturals",32,"Pet Care Products",Birds,"3 ct",14.44,111,1,2023-07-16,NULL
6325,2003,63LXVPFMQNX0,"AureMist Natural Deodorant","Natural Deodorant",AureMist,17,"Personal Care and Beauty",Deodorant,"3 oz",6.83,69,1,2023-07-16,NULL
6326,2913,DKFBN6BPSEQI,"ComfortCure Aquatics Live Plants","Live Plants","ComfortCure Aquatics",33,"Pet Care Products",Fish,"3 ct",29.86,300,1,2023-07-16,NULL
6327,7912,PGYA870BIYXG,"VitaVerde Tortilla Chips","Tortilla Chips",VitaVerde,3,"Food and Beverages",Snacks,"8 oz",1.83,99,1,2023-07-16,NULL
6328,2548,17FTYH2LWUQA,"ClearBreathe Nighttime Allergy and Sinus","Nighttime Allergy and Sinus",ClearBreathe,26,"Health and Wellness Products","Allergy and Sinus","24 ct",3.14,94,1,2023-07-17,NULL
6329,4438,HKIWY6HBJA1Q,"BrightNest Baby Baby Sunscreen","Baby Sunscreen","BrightNest Baby",40,"Baby and Childcare","Health & Wellnes","3 oz",13.13,143,1,2023-07-17,NULL
6330,9805,HWFDYZ296RR8,"BrightBerry Ground Turkey","Ground Turkey",BrightBerry,5,"Food and Beverages",Meat,"1 lb",4.11,174,1,2023-07-17,NULL
6331,4866,OVN01ITV0GBX,"Solterra Roastery Instant Coffee","Instant Coffee","Solterra Roastery",10,"Food and Beverages",Coffee,"4 oz",8.48,212,1,2023-07-17,NULL
6332,1788,RH6VIEQOLO3J,"EverLush Hair Serum","Hair Serum",EverLush,13,"Personal Care and Beauty","Hair Care","4 oz",13.94,280,1,2023-07-17,NULL
6333,5734,5I8SP5X9LXWB,"Auralift Baby Straw Cups","Straw Cups","Auralift Baby",37,"Baby and Childcare","Bottles and Cups","12 oz",13.39,82,1,2023-07-18,NULL
6334,1361,DFHR8UJYJQWP,"ComfortCure Wings Cage Liners","Cage Liners","ComfortCure Wings",32,"Pet Care Products",Birds,"50 ct",33.80,61,1,2023-07-18,NULL
6335,4477,IJLGVSDW6YFO,"PureNourish Baby Vitamins","Baby Vitamins",PureNourish,40,"Baby and Childcare","Health & Wellnes","2 oz",24.68,233,1,2023-07-18,NULL
6336,928,LVMLIUJ8LUZF,"Crescent Grove Plastic Wrap","Plastic Wrap","Crescent Grove",22,"Household Goods and Cleaning Products","Food Storages and Wraps","200 ft",11.70,154,1,2023-07-18,NULL
6337,8335,MA2CREXAR9TZ,"Lunafresh Cornish Hen","Cornish Hen",Lunafresh,5,"Food and Beverages",Meat,"20 oz",8.71,209,1,2023-07-18,NULL
6338,4290,SCZD28V2MFWB,"Auralift Pets Litter Box Filler","Litter Box Filler","Auralift Pets",31,"Pet Care Products",Cats,"40 lb",19.74,232,1,2023-07-19,NULL
6339,5603,YNE5N82U7IFS,"BrightNest Baby Stacking Rings","Stacking Rings","BrightNest Baby",38,"Baby and Childcare",Toys,Small,23.92,259,1,2023-07-19,NULL
6340,2321,1GKZN4QV1PUQ,"Lunafresh Drain Cleaner","Drain Cleaner",Lunafresh,18,"Household Goods and Cleaning Products","Cleaning Supplies","32 oz",4.58,291,1,2023-07-20,NULL
6341,757,B5LPALC2FSDY,"EverWell Naproxen Caplets","Naproxen Caplets",EverWell,28,"Health and Wellness Products","Pain Relief","50 ct",9.48,25,1,2023-07-20,NULL
6342,861,K0YH49M6EOYD,"SunVale Naturals Vitamin D","Vitamin D","SunVale Naturals",25,"Health and Wellness Products","Vitamins and Supplements","60 ct",16.06,25,1,2023-07-20,NULL
6343,8077,K19JNW7CYKH6,"Lunafresh Lemons",Lemons,Lunafresh,4,"Food and Beverages",Produce,"1 lb",4.94,147,1,2023-07-20,NULL
6344,644,MMB7PUS95PS5,"Auralift Baby Size 2 Diapers","Size 2 Diapers","Auralift Baby",36,"Baby and Childcare","Diapers and Wipes","120 ct",26.71,199,1,2023-07-20,NULL
6345,4773,53SG0WMBA60Y,"Auralis Smile Whitening Strips","Whitening Strips","Auralis Smile",16,"Personal Care and Beauty","Oral Care","10 ct",5.63,265,1,2023-07-21,NULL
6346,2655,IXYY8XG9PB54,"Tmart Baby Swiss Cheese","Baby Swiss Cheese",Tmart,1,"Food and Beverages",Dairy,"16 oz",4.63,176,1,2023-07-21,NULL
6347,2618,L47VJJ58V8QC,"PureRelief Muscle and Joint Gel","Muscle and Joint Gel",PureRelief,28,"Health and Wellness Products","Pain Relief","2 oz",2.18,108,1,2023-07-21,NULL
6348,5342,U8H559ZPL1QJ,"BrightNest Feline Cat Beds","Cat Beds","BrightNest Feline",31,"Pet Care Products",Cats,Large,10.68,196,1,2023-07-21,NULL
6349,4794,2SU0CR8EICMC,"VitaVerde Daytime Cold and Flu","Daytime Cold and Flu",VitaVerde,27,"Health and Wellness Products","Cold and Flu","12 ct",12.85,278,1,2023-07-22,NULL
6350,4747,4P7M2P9HC1SW,"Crescent Brew Single Serve Pods","Single Serve Pods","Crescent Brew",10,"Food and Beverages",Coffee,"20 ct",4.89,260,1,2023-07-22,NULL
6351,7136,AAN3ASW2BC45,"BrightBerry Egg Bites","Egg Bites",BrightBerry,1,"Food and Beverages",Dairy,"8 ct",7.83,110,1,2023-07-22,NULL
6352,3411,AYS9FKEBIXL9,"EverWell Pets Cat Treats","Cat Treats","EverWell Pets",31,"Pet Care Products",Cats,"3 oz",16.83,188,1,2023-07-22,NULL
6353,3915,B30QDQK2AK4J,"BrightBerry Canola Oil","Canola Oil",BrightBerry,7,"Food and Beverages",Pantry,"1 gal",3.44,22,1,2023-07-22,NULL
6354,9782,EMZMNG3ONO0E,"Aurora Fields Blueberries",Blueberries,"Aurora Fields",4,"Food and Beverages",Produce,"1 pt",5.71,175,1,2023-07-22,NULL
6355,5453,LOOT9GAZSHPH,"Lunafresh Bleach",Bleach,Lunafresh,19,"Household Goods and Cleaning Products",Laundry,"64 oz",17.12,199,1,2023-07-22,NULL
6356,841,RJ07P4BP1O8K,"Freshora Party Cups","Party Cups",Freshora,23,"Household Goods and Cleaning Products","Disposable Tableware","20 ct",18.55,291,1,2023-07-22,NULL
6357,5563,T9N7XX8YEOXQ,"VitaVerde Infant Finger Foods","Finger Foods","VitaVerde Infant",34,"Baby and Childcare","Food and Formula","1.5 oz 6 ct",11.81,291,1,2023-07-22,NULL
6358,2347,1M9J45C3FRBW,"BloomCrest Lime Soda","Lime Soda",BloomCrest,8,"Food and Beverages",Soda,"16 oz",6.42,156,1,2023-07-23,NULL
6359,6058,Q205JJRPTUGO,"GoldenVale Avocado Oil","Avocado Oil",GoldenVale,7,"Food and Beverages",Pantry,"1 gal",8.82,31,1,2023-07-23,NULL
6360,2074,RBIDCL7VCO9R,"NaturaBreeze Cream Deodorant","Cream Deodorant",NaturaBreeze,17,"Personal Care and Beauty",Deodorant,"4 oz",6.40,101,1,2023-07-23,NULL
6361,5074,9GBJU93WY5FR,"FrescaMint Tongue Cleaner","Tongue Cleaner",FrescaMint,16,"Personal Care and Beauty","Oral Care","2 ct",5.28,29,1,2023-07-24,NULL
6362,7679,CFNVNJZZKPU0,"VitaVerde Grapefruit Juice","Grapefruit Juice",VitaVerde,9,"Food and Beverages",Juice,"12 oz",2.31,125,1,2023-07-24,NULL
6363,3248,DFXMSWIXBTQ0,"Lunafresh Baby Baby Sunscreen","Baby Sunscreen","Lunafresh Baby",40,"Baby and Childcare","Health & Wellnes","6 oz",21.67,79,1,2023-07-24,NULL
6364,2680,3BJRTVNWUR92,"ComfortCure Kids Fruit Purees","Fruit Purees","ComfortCure Kids",34,"Baby and Childcare","Food and Formula","4 oz 6 ct",17.21,51,1,2023-07-25,NULL
6365,9965,7LZ7537RH9V1,"SunVale Kitchen Skim Milk","Skim Milk","SunVale Kitchen",1,"Food and Beverages",Dairy,"1 gal",3.89,63,1,2023-07-25,NULL
6366,7664,7ME8JLTP41FK,"NaturaBean Iced Coffee","Iced Coffee",NaturaBean,10,"Food and Beverages",Coffee,"32 oz",8.66,282,1,2023-07-25,NULL
6367,7535,9KA1K8XA91DE,"Velonix Spray Deodorant","Spray Deodorant",Velonix,17,"Personal Care and Beauty",Deodorant,"3 oz",14.62,22,1,2023-07-25,NULL
6368,1270,A76XZ7PA2YLB,"PureRelief Antibiotic Ointment","Antibiotic Ointment",PureRelief,29,"Health and Wellness Products","First Aid","1 oz",3.60,221,1,2023-07-25,NULL
6369,2800,BZ6BNSH21ZLV,"Freshora Plastic Plates","Plastic Plates",Freshora,23,"Household Goods and Cleaning Products","Disposable Tableware","25 ct",11.34,150,1,2023-07-25,NULL
6370,6482,1B34U4KDP5DM,"Lunafresh Baby Swiss Cheese","Baby Swiss Cheese",Lunafresh,1,"Food and Beverages",Dairy,"8 oz",3.15,214,1,2023-07-26,NULL
6371,9127,2G00I5FUL7BW,"GoldenVale Potato Chips","Potato Chips",GoldenVale,3,"Food and Beverages",Snacks,"10 oz",4.35,197,1,2023-07-26,NULL
6372,1993,PRZEJ8H12WZP,"Lunafresh Dishwasher Detergent","Dishwasher Detergent",Lunafresh,18,"Household Goods and Cleaning Products","Cleaning Supplies","75 oz",18.46,149,1,2023-07-26,NULL
6373,9010,WWBFRDMV20AO,"Lunafresh Parchment Paper","Parchment Paper",Lunafresh,22,"Household Goods and Cleaning Products","Food Storages and Wraps","100 ft",18.26,226,1,2023-07-26,NULL
6374,8916,0E3DFRJ57YKZ,"Tmart Cranberry Juice","Cranberry Juice",Tmart,9,"Food and Beverages",Juice,"12 oz",8.76,248,1,2023-07-27,NULL
6375,3233,XEIJVC21D2FU,"BrightenWell Toothbrush",Toothbrush,BrightenWell,16,"Personal Care and Beauty","Oral Care","4 ct",10.00,226,1,2023-07-27,NULL
6376,3025,7FUF8Z95Y3MJ,"Auralift Baby Shape Sorters","Shape Sorters","Auralift Baby",38,"Baby and Childcare",Toys,"6 shapes",10.66,268,1,2023-07-28,NULL
6377,8304,H8EUAJEHUT28,"VitaVerde Flour",Flour,VitaVerde,7,"Food and Beverages",Pantry,"2 lb",8.10,239,1,2023-07-28,NULL
6378,806,5EG8MSU5WNQ9,"NaturaGlow Hair Mask","Hair Mask",NaturaGlow,13,"Personal Care and Beauty","Hair Care","6 oz",11.30,269,1,2023-07-29,NULL
6379,7785,CJ5CTHF7K6XY,"SunVale Kitchen Pretzels",Pretzels,"SunVale Kitchen",3,"Food and Beverages",Snacks,"6 oz",4.61,91,1,2023-07-29,NULL
6380,862,IJ0WHRNNKQZR,"Auralift Baby Sippy Cups","Sippy Cups","Auralift Baby",37,"Baby and Childcare","Bottles and Cups","6 oz",28.70,272,1,2023-07-29,NULL
6381,4336,IPSWCGBX3IYH,"Auralift Plastic Cups","Plastic Cups",Auralift,23,"Household Goods and Cleaning Products","Disposable Tableware","25 ct",15.67,112,1,2023-07-29,NULL
6382,5003,J65IR98HC35O,"Aurora Fields Naan Bread","Naan Bread","Aurora Fields",2,"Food and Beverages","Baked Goods","4 ct",2.60,157,1,2023-07-29,NULL
6383,7602,2PS5GB4BVT92,"BrightBerry Butter Cookies","Butter Cookies",BrightBerry,3,"Food and Beverages",Snacks,"12 ct",6.83,114,1,2023-07-30,NULL
6384,8348,3XFLAL5VNXSL,"GoldenDrop Grapefruit Soda","Grapefruit Soda",GoldenDrop,8,"Food and Beverages",Soda,"12 oz",6.64,114,1,2023-07-30,NULL
6385,8269,6OG0Z63PTABS,"Veloro Coffee Co. Espresso Roast","Espresso Roast","Veloro Coffee Co.",10,"Food and Beverages",Coffee,"12 oz",9.97,191,1,2023-07-30,NULL
6386,8722,CYEV9G9PN06Q,"NaturaPress Raisins",Raisins,NaturaPress,3,"Food and Beverages",Snacks,"20 oz",2.30,284,1,2023-07-30,NULL
6387,6497,EIQDBRY84WAL,"Auralift Pets Chew Toys","Chew Toys","Auralift Pets",30,"Pet Care Products",Dogs,"1 ct",11.68,135,1,2023-07-30,NULL
6388,504,LAOS7STF5EVK,"NaturaPress Plain Bagels","Plain Bagels",NaturaPress,2,"Food and Beverages","Baked Goods","4 ct",6.89,36,1,2023-07-30,NULL
6389,9970,9P2JJ53U6JQF,"Tmart Orange Juice","Orange Juice",Tmart,9,"Food and Beverages",Juice,"12 oz",5.76,296,1,2023-08-01,NULL
6390,7419,NH2EBPY2909H,"GoldenVale Canine Dental Chews","Dental Chews","GoldenVale Canine",30,"Pet Care Products",Dogs,"12 ct",19.17,204,1,2023-08-01,NULL
6391,3908,U62H05BPGBR2,"GoldenDrop Orange Juice","Orange Juice",GoldenDrop,9,"Food and Beverages",Juice,"64 oz",1.63,61,1,2023-08-01,NULL
6392,7067,3CRLHXPR7MJG,"PureHarvest Spaghetti",Spaghetti,PureHarvest,7,"Food and Beverages",Pantry,"12 oz",9.11,285,1,2023-08-02,NULL
6393,3388,QH1HQNFC22U2,"EverBloom Foods Grahams Crackers","Grahams Crackers","EverBloom Foods",3,"Food and Beverages",Snacks,"8 oz",6.03,134,1,2023-08-02,NULL
6394,4150,S7S9CL3ZO4M4,"Aurora Fields Ground Turkey","Ground Turkey","Aurora Fields",5,"Food and Beverages",Meat,"2 lb",4.93,277,1,2023-08-02,NULL
6395,8470,2XVFIKCSQGG1,"Aurora Fields Cheddar Crackers","Cheddar Crackers","Aurora Fields",3,"Food and Beverages",Snacks,"10 ct",4.65,145,1,2023-08-03,NULL
6396,9372,806ET571RJUO,"VitaVerde Whole Wheat Bread","Whole Wheat Bread",VitaVerde,2,"Food and Beverages","Baked Goods","16 oz",7.62,268,1,2023-08-03,NULL
6397,1831,92K1G34KHAYJ,"SunVale Home Paper Bowls","Paper Bowls","SunVale Home",23,"Household Goods and Cleaning Products","Disposable Tableware","50 ct",13.60,245,1,2023-08-03,NULL
6398,152,D67HPHHNAPV2,"PawBloom Wet Dog Food","Wet Dog Food",PawBloom,30,"Pet Care Products",Dogs,"13 oz",19.19,297,1,2023-08-03,NULL
6399,5468,8T5XGC10ODRY,"Tmart Wax Paper","Wax Paper",Tmart,22,"Household Goods and Cleaning Products","Food Storages and Wraps","150 ft",5.63,59,1,2023-08-04,NULL
6400,5606,OGV4FH4JOHWI,"LustraLeaf Dry Shampoo","Dry Shampoo",LustraLeaf,13,"Personal Care and Beauty","Hair Care","6 oz",11.91,77,1,2023-08-04,NULL
6401,2878,VS8KN9LCD153,"BrightBerry Granola Bars","Granola Bars",BrightBerry,6,"Food and Beverages","Breakfast and Cereal","8 ct",1.89,83,1,2023-08-04,NULL
6402,1050,XSIU9LG1UCR7,"Auralift Baby Baby Water","Baby Water","Auralift Baby",35,"Baby and Childcare",Beverages,"16 oz",12.09,118,1,2023-08-04,NULL
6403,9457,3ZT8ZPDKENOS,"EverBloom Foods Lamb Chops","Lamb Chops","EverBloom Foods",5,"Food and Beverages",Meat,"1 lb",5.97,237,1,2023-08-05,NULL
6404,398,GOKVPBZOR4FW,"Crescent Grove Bleach",Bleach,"Crescent Grove",19,"Household Goods and Cleaning Products",Laundry,"64 oz",15.58,227,1,2023-08-05,NULL
6405,9749,IT69RDZXUW4F,"VitaVerde Garlic Powder","Garlic Powder",VitaVerde,7,"Food and Beverages",Pantry,"11 oz",8.33,285,1,2023-08-05,NULL
6406,4679,L3PFYHGNGO1Z,"Aurora Fields Pork Ribs","Pork Ribs","Aurora Fields",5,"Food and Beverages",Meat,"2 lb",6.43,239,1,2023-08-05,NULL
6407,1114,ZI91PRVZFH8U,"Zenvana Botanics Hair Oil","Hair Oil","Zenvana Botanics",13,"Personal Care and Beauty","Hair Care","6 oz",5.37,282,1,2023-08-05,NULL
6408,3027,Y9617FKKZ59I,"VitaVerde Infant Infant Formula Powder","Infant Formula Powder","VitaVerde Infant",34,"Baby and Childcare","Food and Formula","36 oz",15.09,92,1,2023-08-06,NULL
6409,848,LY8UJAPXYTK4,"Tmart Baby Water","Baby Water",Tmart,35,"Baby and Childcare",Beverages,"16 oz",12.19,225,1,2023-08-07,NULL
6410,5615,Q69SE3RO3FAX,"VitaVerde Coconut Oil","Coconut Oil",VitaVerde,7,"Food and Beverages",Pantry,"1 gal",6.39,48,1,2023-08-07,NULL
6411,550,UADU6Y3ZSLR1,"EverWell Baby Rattles",Rattles,"EverWell Baby",38,"Baby and Childcare",Toys,"3 ct",19.24,250,1,2023-08-07,NULL
6412,5269,GUHLC9QDBP80,"NaturaPress Dryer Sheets","Dryer Sheets",NaturaPress,19,"Household Goods and Cleaning Products",Laundry,"60 ct",10.46,194,1,2023-08-08,NULL
6413,1412,IKOZ00LO22C2,"NaturaPress Aquatics Fish Net","Fish Net","NaturaPress Aquatics",33,"Pet Care Products",Fish,"4 in",16.13,21,1,2023-08-08,NULL
6414,6538,MBUUULM1IA71,"Auralift Dish Liquid","Dish Liquid",Auralift,18,"Household Goods and Cleaning Products","Cleaning Supplies","32 oz",9.30,27,1,2023-08-08,NULL
6415,6101,ABEAB7X2TE28,"Lunafresh Mixed Berry Juice","Mixed Berry Juice",Lunafresh,9,"Food and Beverages",Juice,"12 oz",7.90,281,1,2023-08-09,NULL
6416,5673,AL7HA06XIE3W,"SunVale Kitchen Turkey Jerky","Turkey Jerky","SunVale Kitchen",3,"Food and Beverages",Snacks,"3 oz",5.76,39,1,2023-08-09,NULL
6417,3815,I469UGYW0JJG,"NaturaPress Sinus Relief Capsules","Sinus Relief Capsules",NaturaPress,26,"Health and Wellness Products","Allergy and Sinus","20 ct",6.19,273,1,2023-08-09,NULL
6418,7200,KQ3N9G8J2HDM,"Lunafresh Beef Steaks","Beef Steaks",Lunafresh,5,"Food and Beverages",Meat,"2 lb",2.17,216,1,2023-08-09,NULL
6419,7190,YJW91L8JULTX,"NaturaPress Sugar",Sugar,NaturaPress,7,"Food and Beverages",Pantry,"2 lb",3.26,122,1,2023-08-09,NULL
6420,5649,5240HKLKJS26,"PureHarvest Apples",Apples,PureHarvest,4,"Food and Beverages",Produce,"5 lb",5.19,51,1,2023-08-10,NULL
6421,5202,MFQRXIKFD4MZ,"ComfortCure Kids Rattles",Rattles,"ComfortCure Kids",38,"Baby and Childcare",Toys,"3 ct",9.90,133,1,2023-08-10,NULL
6422,1404,N3XHK22NKA4R,"BloomCrest Peach Soda","Peach Soda",BloomCrest,8,"Food and Beverages",Soda,"12 oz",7.47,52,1,2023-08-10,NULL
6423,1784,RCM4AX88KS6O,"BrightBerry Pineapple",Pineapple,BrightBerry,4,"Food and Beverages",Produce,ea,7.11,35,1,2023-08-10,NULL
6424,2751,TG3NT88HW0VV,"PawBloom Dry Dog Food","Dry Dog Food",PawBloom,30,"Pet Care Products",Dogs,"5 lb",21.36,183,1,2023-08-10,NULL
6425,4851,WQRAUSMIQSY0,"Lunafresh Baby Baby Probiotic Drops","Baby Probiotic Drops","Lunafresh Baby",40,"Baby and Childcare","Health & Wellnes","0.5 oz",20.94,108,1,2023-08-10,NULL
6426,9939,ZVSN54CEPGRK,"Crescent Grove Brown Rice","Brown Rice","Crescent Grove",7,"Food and Beverages",Pantry,"2 lb",5.53,264,1,2023-08-10,NULL
6427,89,12EOMUTZYIQ9,"FinBloom Live Plants","Live Plants",FinBloom,33,"Pet Care Products",Fish,"6 ct",8.81,165,1,2023-08-11,NULL
6428,997,3EDX5T6T82PK,"ComfortCure Kids Baby Shampoo","Baby Shampoo","ComfortCure Kids",39,"Baby and Childcare","Bathing and Skin Care","15 oz",10.53,32,1,2023-08-11,NULL
6429,5884,554AGFCUXFQZ,"PureHarvest Hamburger Buns","Hamburger Buns",PureHarvest,2,"Food and Beverages","Baked Goods","8 ct",3.84,26,1,2023-08-11,NULL
6430,5891,6MVOBCU7W3YH,"Lunafresh Mozzarella Cheese","Mozzarella Cheese",Lunafresh,1,"Food and Beverages",Dairy,"16 oz",1.70,204,1,2023-08-11,NULL
6431,3644,8G29T9SPOFAS,"VitaVerde Birds Bird Toys","Bird Toys","VitaVerde Birds",32,"Pet Care Products",Birds,"6 ct",25.51,172,1,2023-08-11,NULL
6432,4322,AJOGVPY88W1Q,"Crescent Grove Instant Oats","Instant Oats","Crescent Grove",6,"Food and Beverages","Breakfast and Cereal","12 ct",7.86,121,1,2023-08-11,NULL
6433,4052,D8Q8J1RD69P7,"Lunafresh Allergy Eye Drops","Allergy Eye Drops",Lunafresh,26,"Health and Wellness Products","Allergy and Sinus","0.33 oz",19.44,91,1,2023-08-11,NULL
6434,2399,O1LTJ48HWL21,"NaturaPress Probiotic",Probiotic,NaturaPress,25,"Health and Wellness Products","Vitamins and Supplements","60 ct",2.09,239,1,2023-08-11,NULL
6435,2380,3DAH1KBKQEUY,"Opalis Skin Face Moisturizers","Face Moisturizers","Opalis Skin",15,"Personal Care and Beauty","Skin Care","5 oz",9.46,99,1,2023-08-12,NULL
6436,1098,3LBWU056W8I6,"ComfortCure Chest Rub Ointment","Chest Rub Ointment",ComfortCure,27,"Health and Wellness Products","Cold and Flu","3.5 oz",18.36,239,1,2023-08-12,NULL
6437,4864,7613F70HIQ5L,"NaturaPress Paper Lunch Bags","Paper Lunch Bags",NaturaPress,20,"Household Goods and Cleaning Products","Paper Products","100 ct",16.90,162,1,2023-08-12,NULL
6438,1544,I9FO97FAOL0M,"EverLush Hair Serum","Hair Serum",EverLush,13,"Personal Care and Beauty","Hair Care","2 oz",9.06,101,1,2023-08-12,NULL
6439,2550,OU9FUIZ09RLY,"SunVale Kitchen Dried Cranberries","Dried Cranberries","SunVale Kitchen",3,"Food and Beverages",Snacks,"18 oz",2.19,137,1,2023-08-12,NULL
6440,6625,TRLKQ7W1AEY2,"Lunafresh Paper Towels","Paper Towels",Lunafresh,20,"Household Goods and Cleaning Products","Paper Products","12 roll",4.32,71,1,2023-08-13,NULL
6441,1107,Z5ZBKB158TJ0,"ComfortCure Kids Push Toys","Push Toys","ComfortCure Kids",38,"Baby and Childcare",Toys,"1 ct",14.58,250,1,2023-08-13,NULL
6442,7373,AHDVEKT4YBAH,"Crescent Grove Chicken Wings","Chicken Wings","Crescent Grove",5,"Food and Beverages",Meat,"4 lb",1.74,292,1,2023-08-14,NULL
6443,5331,FPDPL3SSO33U,"BrightNest Baby Wide-Neck Bottles","Wide-Neck Bottles","BrightNest Baby",37,"Baby and Childcare","Bottles and Cups","12 oz",21.54,169,1,2023-08-14,NULL
6444,9304,G5EY407JF0KQ,"Tmart Orange Soda","Orange Soda",Tmart,8,"Food and Beverages",Soda,"16 oz",7.59,214,1,2023-08-14,NULL
6445,3848,QNSPN6GOW45X,"EverSip Club Soda","Club Soda",EverSip,8,"Food and Beverages",Soda,"12 oz",1.70,80,1,2023-08-14,NULL
6446,8761,T04Q5WDCYT6N,"Lunafresh Iodized Salt","Iodized Salt",Lunafresh,7,"Food and Beverages",Pantry,"16 oz",8.46,28,1,2023-08-14,NULL
6447,5861,VTC62VRCQ5IV,"Tmart Ham Slices","Ham Slices",Tmart,5,"Food and Beverages",Meat,"8 oz",4.24,299,1,2023-08-14,NULL
6448,7807,5V8E3TWQXC8H,"GoldenVale Bakery Donuts",Donuts,"GoldenVale Bakery",2,"Food and Beverages","Baked Goods","6 ct",5.77,262,1,2023-08-15,NULL
6449,4579,HLJ8A8FAPPEU,"NaturaPress Waffle Mix","Waffle Mix",NaturaPress,6,"Food and Beverages","Breakfast and Cereal","16 oz",2.44,21,1,2023-08-15,NULL
6450,8254,ZL22IYRVO4T0,"VitaVerde Grapes",Grapes,VitaVerde,4,"Food and Beverages",Produce,"1 lb",4.68,34,1,2023-08-15,NULL
6451,4981,17V3VLE39FDP,"NaturaPress Glass Cleaner","Glass Cleaner",NaturaPress,18,"Household Goods and Cleaning Products","Cleaning Supplies","67 oz",16.95,144,1,2023-08-16,NULL
6452,2446,6GU7G4XF6W85,"SunVale Home Yard Waste Bags","Yard Waste Bags","SunVale Home",21,"Household Goods and Cleaning Products","Trash Bags","10 ct",16.21,196,1,2023-08-16,NULL
6453,5474,SHNQQ5HN1W9I,"NaturaSoothe Bath Bomb","Bath Bomb",NaturaSoothe,14,"Personal Care and Beauty","Bath and Body","3 ct",10.18,53,1,2023-08-16,NULL
6454,8522,VUQ6YPB7SFYC,"NaturaPress Cheddar Cheese","Cheddar Cheese",NaturaPress,1,"Food and Beverages",Dairy,"8 oz",4.11,120,1,2023-08-16,NULL
6455,7574,2B80RPPO5UHB,"Tmart Toddler Milk Drink","Toddler Milk Drink",Tmart,35,"Baby and Childcare",Beverages,"19 oz",18.85,268,1,2023-08-17,NULL
6456,7448,ITWZJX7JR6GR,"GoldenVale Farms Ground Turkey","Ground Turkey","GoldenVale Farms",5,"Food and Beverages",Meat,"2 lb",7.13,102,1,2023-08-17,NULL
6457,9511,VAR5R8WMZ5IP,"PureHarvest Canned Vegetables","Canned Vegetables",PureHarvest,7,"Food and Beverages",Pantry,"15 oz",2.25,64,1,2023-08-17,NULL
6458,8336,GI0VG7E33TMR,"Tmart Roasted Cashews","Roasted Cashews",Tmart,3,"Food and Beverages",Snacks,"30 oz",5.69,204,1,2023-08-18,NULL
6459,7953,GONA5DLR5XIR,"Tmart Celery",Celery,Tmart,4,"Food and Beverages",Produce,"1 ct",8.71,54,1,2023-08-18,NULL
6460,487,KOURDGP1I2HG,"Auralift Toilet Paper","Toilet Paper",Auralift,20,"Household Goods and Cleaning Products","Paper Products","24 roll",5.39,110,1,2023-08-18,NULL
6461,5814,YNUVDR2DLQ1O,"PureHarvest Whole Milk","Whole Milk",PureHarvest,1,"Food and Beverages",Dairy,"1 gal",2.64,33,1,2023-08-18,NULL
6462,5584,X23F5PFF8FNK,"Tmart Purified Water","Purified Water",Tmart,12,"Food and Beverages",Water,"24 ct",5.10,78,1,2023-08-19,NULL
6463,5573,YP620OPZECKM,"GoldenVale Farms Oat Milk","Oat Milk","GoldenVale Farms",1,"Food and Beverages",Dairy,"64 oz",7.85,212,1,2023-08-19,NULL
6464,7584,5CXA4SIMIHC1,"EverSip Mango Juice","Mango Juice",EverSip,9,"Food and Beverages",Juice,"12 oz",6.03,160,1,2023-08-20,NULL
6465,4291,75B6XB13DH7K,"EverPearl Mouthwash",Mouthwash,EverPearl,16,"Personal Care and Beauty","Oral Care","8 oz",8.51,98,1,2023-08-20,NULL
6466,84,A1P58HUOY1M2,"SilkenSteep Green Tea","Green Tea",SilkenSteep,11,"Food and Beverages",Tea,"40 ct",1.93,32,1,2023-08-20,NULL
6467,9118,DOTS6J8YWM14,"EverBloom Foods Sweet Potatoes","Sweet Potatoes","EverBloom Foods",4,"Food and Beverages",Produce,"5 lb",7.78,266,1,2023-08-20,NULL
6468,8040,H5Z617SG2E1M,"Auralift Baby Soft Blocks","Soft Blocks","Auralift Baby",38,"Baby and Childcare",Toys,"6 ct",14.80,74,1,2023-08-20,NULL
6469,7274,4SWBJCEFKVF9,"NaturaPress Yard Waste Bags","Yard Waste Bags",NaturaPress,21,"Household Goods and Cleaning Products","Trash Bags","20 ct",7.43,186,1,2023-08-21,NULL
6470,2013,KARJFYX81LY3,"BrightBerry Instant Oats","Instant Oats",BrightBerry,6,"Food and Beverages","Breakfast and Cereal","12 ct",7.58,288,1,2023-08-21,NULL
6471,8880,UQGM6XDMPUA2,"GoldenVale Garlic Powder","Garlic Powder",GoldenVale,7,"Food and Beverages",Pantry,"2.5 oz",4.63,292,1,2023-08-21,NULL
